"","TCGA-A6-2686-11A-01R-A32Z-07","TCGA-AA-3514-11A-01R-A32Z-07","TCGA-A6-5659-11A-01R-1653-07","TCGA-F4-6704-11A-01R-1839-07","TCGA-AZ-6600-11A-01R-1774-07","TCGA-AA-3663-11A-01R-1723-07","TCGA-A6-2684-11A-01R-A32Z-07","TCGA-A6-2675-11A-01R-1723-07","TCGA-A6-2679-11A-01R-A32Z-07","TCGA-A6-5667-11A-01R-1723-07","TCGA-A6-2671-11A-01R-A32Z-07","TCGA-AA-3520-11A-01R-A32Z-07","TCGA-AZ-6605-11A-01R-1839-07","TCGA-A6-5662-11A-01R-1653-07","TCGA-AZ-6598-11A-01R-1774-07","TCGA-AA-3534-11A-01R-A32Z-07","TCGA-A6-2683-11A-01R-A32Z-07","TCGA-AA-3660-11A-01R-1723-07","TCGA-AA-3531-11A-01R-A32Z-07","TCGA-AA-3516-11A-01R-A32Z-07","TCGA-A6-2682-11A-01R-A32Z-07","TCGA-AZ-6601-11A-01R-1774-07","TCGA-AA-3496-11A-01R-1839-07","TCGA-AA-3713-11A-01R-1723-07","TCGA-AA-3522-11A-01R-A32Z-07","TCGA-AA-3697-11A-01R-1723-07","TCGA-AA-3511-11A-01R-1839-07","TCGA-A6-2680-11A-01R-A32Z-07","TCGA-AA-3712-11A-01R-1723-07","TCGA-AZ-6603-11A-02R-1839-07","TCGA-A6-2678-11A-01R-A32Z-07","TCGA-AZ-6599-11A-01R-1774-07","TCGA-AA-3527-11A-01R-A32Z-07","TCGA-AA-3525-11A-01R-A32Z-07","TCGA-AA-3662-11A-01R-1723-07","TCGA-AA-3655-11A-01R-1723-07","TCGA-A6-5665-11A-01R-1653-07","TCGA-AA-3489-11A-01R-1839-07","TCGA-AA-3517-11A-01R-A32Z-07","TCGA-AA-3518-11A-01R-1672-07","TCGA-A6-2685-11A-01R-A32Z-07"
"SPI1",23.5834,42.6282,16.1289,17.869,19.7796,39.7229,39.8632,16.8814,48.011,27.3173,25.386,34.5973,17.3138,25.3525,18.4303,40.9366,22.9964,29.6051,18.1714,26.0567,33.9401,20.0161,40.52,32.5148,35.5679,50.7805,45.7131,15.5499,32.7511,67.5482,31.2559,31.777,36.5365,48.1702,34.4339,36.6304,17.3639,71.262,33.7929,21.4562,25.4909
"POLR1H",6.0132,7.3164,6.3137,8.9779,6.2389,5.3647,6.9496,5.006,5.7367,7.6062,6.4792,7.3475,5.0251,6.2447,6.5507,7.1512,7.7777,11.0598,6.8795,5.1121,8.0289,6.3342,8.6173,9.6784,6.547,9.1488,6.9293,9.3299,6.3287,7.1179,6.4763,6.194,7.8149,12.0949,9.7476,11.6148,4.9509,10.6823,6.9626,5.9248,9.2561
"ATXN3",4.6128,4.3024,6.3504,5.4427,5.4447,6.0012,5.1638,6.2362,4.1979,5.961,4.0498,5.476,7.2217,6.7583,6.6197,5.3824,6.111,5.8851,4.297,4.0495,4.9806,6.3198,6.2658,5.1009,6.6027,4.314,5.7021,3.0597,5.628,6.1552,6.3688,6.3443,5.5623,4.8384,7.9044,7.7422,4.2938,5.5497,4.7254,5.2277,5.1773
"GOLGA5",42.2463,47.3774,42.5808,60.0576,41.0304,37.9258,39.418,42.5356,34.7434,53.885,43.1044,44.6766,38.7689,40.8105,33.5451,42.2088,39.9532,59.1159,50.9759,36.3946,43.7876,39.7733,48.9353,55.6902,47.9057,66.3255,51.4667,53.7843,54.9135,54.4553,49.4448,45.944,48.7006,44.7361,65.6999,62.5461,41.558,64.5256,41.102,37.5607,58.3267
"FGFR2",43.292,38.4299,26.6189,20.6393,14.6002,27.9668,26.8895,41.2162,23.7437,17.7217,23.4915,23.6558,69.8635,34.3699,18.0745,25.5673,28.5793,20.1895,31.2696,23.8596,18.7224,13.5099,47.1295,16.7136,38.606,14.1354,17.156,10.0314,23.5603,45.7337,32.3803,27.1934,40.3188,25.582,18.5344,21.2623,20.2008,20.3116,24.0519,25.0524,19.5272
"LRRC40",13.6704,14.1647,16.5944,19.5342,14.4607,12.1519,10.3629,14.1717,10.5223,11.6721,10.1257,13.9205,18.4961,15.8298,11.882,13.2356,15.3813,16.0385,9.8696,7.7296,12.8072,13.0672,21.6955,28.1643,16.0068,14.2968,15.1002,17.9187,12.3944,15.0413,14.5926,14.954,12.0444,11.501,20.0201,20.6555,13.1407,25.0092,9.6398,12.4625,12.4643
"ISOC1",44.3241,51.4208,44.1556,65.6215,55.1698,44.0328,38.8575,40.4891,38.1329,46.742,39.0455,48.332,35.5187,47.3782,44.9677,38.8418,52.1711,48.3671,33.071,27.9293,44.9782,40.9212,50.8888,56.9013,45.6531,47.7342,48.6977,56.675,41.2325,50.9281,46.4424,61.4636,41.8635,32.7436,52.0992,56.0998,28.0841,60.994,40.1202,42.9174,49.6345
"EML1",3.9552,3.4374,3.3104,24.4129,4.7588,15.4499,1.993,42.4461,3.1007,5.5032,11.5542,3.7265,83.6363,24.0943,10.0426,3.1862,2.611,3.4401,3.0177,5.7756,1.8996,16.5393,38.2329,4.729,3.0683,7.9541,4.1898,7.6255,4.3985,28.1948,7.7275,5.3785,7.302,1.5468,9.4714,15.736,3.8198,25.6796,3.0319,6.9201,4.1183
"TRMT11",3.9294,3.2777,4.901,6.2261,4.3303,4.1077,2.9285,4.2353,3.3114,4.7533,2.9564,3.8985,4.5396,4.4569,4.0759,3.4595,3.862,3.893,3.3722,2.2475,4.1002,3.4213,4.989,5.2932,4.5827,5.5204,4.5563,3.8601,5.0436,5.0137,4.7913,4.6356,3.4364,3.4938,6.0503,4.994,3.5375,6.5172,2.668,3.1956,4.7501
"THUMPD1",18.073,23.3658,22.6898,26.4277,22.0698,22.8639,14.6233,23.3707,15.5,22.3611,15.9854,19.7505,31.0268,26.2511,20.1574,19.7348,24.2917,20.1634,14.113,13.0075,17.5668,24.8358,31.0559,20.2291,21.6108,20.247,23.3487,16.4892,22.1475,29.2849,22.3876,24.6333,21.489,19.2129,32.0806,26.4177,15.5967,24.7063,16.7324,19.5135,22.7847
"KIF26A",3.3214,2.2009,1.0639,6.5412,6.3721,4.8486,2.1399,7.7294,3.3912,9.2821,6.9772,3.9514,7.5841,6.7882,6.3081,5.1426,4.1233,3.7495,2.6247,1.436,4.3921,9.458,4.5309,1.9061,4.6111,3.9967,7.4675,2.2746,18.2457,6.7645,5.695,11.2922,2.7177,2.1395,11.5762,8.5757,2.506,2.5423,3.5392,2.5072,8.2605
"ATG2B",6.4378,8.0043,6.6826,7.2193,6.6124,5.8099,5.5161,7.5523,5.7468,7.3329,5.8602,6.9887,9.5492,6.8849,7.105,7.7323,7.1233,4.5354,5.6104,5.3366,7.3572,7.7498,8.8302,3.6233,8.6491,6.0079,7.469,9.5896,8.3588,9.7202,8.6685,9.7639,8.0988,6.9462,6.7149,4.8859,6.4901,4.6021,5.4369,6.1298,7.2878
"ARFGEF1",23.4113,25.3727,26.8411,30.0185,25.9474,18.4132,18.2819,25.4211,17.2512,22.742,19.523,26.2591,14.1501,18.4547,18.5166,23.9901,27.8399,19.1102,21.6038,19.4302,22.1438,24.5665,21.4284,16.9982,28.8914,22.7053,24.9914,20.9118,22.9323,20.5084,25.6261,31.483,27.4262,23.2789,29.6294,22.3318,21.7265,16.2166,19.9283,21.3634,28.6154
"MTFR1",12.3419,12.3133,16.7968,18.0726,15.2209,11.6545,11.073,16.7432,8.7847,13.0874,12.363,13.4388,14.884,13.8271,11.0593,12.9789,16.7998,16.6779,8.2392,7.272,11.3548,12.799,18.8479,24.1359,14.4494,15.0597,13.0379,17.0255,14.7062,12.8629,14.8064,15.1689,15.0034,13.5858,16.2978,20.2174,9.3258,23.5831,11.3959,11.4252,14.4997
"FECH",10.4738,8.1303,8.9092,8.2325,6.6974,10.0408,8.8339,7.6105,8.5356,8.5018,7.9904,8.6455,14.443,9.7182,6.1912,8.7187,9.2103,7.2692,6.178,6.2312,8.0183,6.6345,13.8089,14.3981,11.022,8.7715,8.526,5.9386,8.1525,9.71,10.1554,6.3286,9.858,8.4533,10.0296,11.5976,7.4536,12.3838,7.8188,8.6274,7.9707
"MYO9A",2.8138,3.8583,3.5922,5.5272,3.8864,3.7749,2.6168,6.2179,2.6879,4.4704,3.1864,3.4034,9.3535,4.2186,4.1818,3.4537,3.3386,2.0461,3.1464,2.5737,2.6996,5.2431,5.9637,1.6534,4.0067,2.7705,4.4474,1.8641,4.1706,5.9442,4.4973,5.4715,3.912,3.1609,3.7086,2.5524,5.0298,3.3011,2.7898,2.5415,4.0154
"DDX3Y",0.0078,0,17.7347,29.7985,28.9794,22.607,0.0287,30.759,0.0095,0.0465,13.6541,0.0213,43.9717,31.7961,0,0.0706,0,0,0.0288,0.0158,15.1202,20.5348,0.0401,16.4761,15.9192,18.4312,23.7866,0,23.5265,0,0,25.6456,0.0294,13.3789,0.0147,19.621,0.0983,24.9823,15.4413,0,0
"PFKP",39.4083,50.9727,32.0829,43.072,28.9278,25.0753,36.699,42.4171,38.5972,41.6315,43.7791,30.8686,39.156,27.9991,30.8554,46.4287,30.3948,30.0738,37.6929,45.62,34.4895,34.1438,42.5774,20.0055,34.5187,66.3637,35.5202,43.2614,32.9803,46.2387,33.628,34.4435,39.7478,34.7232,31.1848,32.1886,45.6344,44.7909,44.4454,38.7089,52.8466
"IDI1",53.2141,51.8112,51.051,83.3112,37.4014,29.3147,31.7604,88.5146,47.5569,36.6096,27.4237,47.1971,19.411,38.57,30.6891,25.5159,39.3947,42.0509,47.6763,32.6822,34.0036,31.5536,43.6162,75.369,44.7959,48.4091,34.0112,47.0277,43.5143,60.581,28.5131,72.9855,50.4663,35.4669,36.4817,45.1658,44.285,128.2759,35.601,27.7059,69.3409
"SP100",10.8752,22.4627,12.0121,11.7584,11.0864,10.0412,12.0263,10.9618,13.7016,12.3083,12.168,11.1772,14.1421,13.7978,13.3819,12.3805,10.8683,15.4306,15.6811,17.6134,9.4863,10.8657,15.063,11.2845,14.0735,12.4845,13.4264,17.8152,11.7372,17.0806,13.1223,12.1677,12.9368,13.5298,15.5563,15.5678,14.1619,25.8203,13.3492,11.1889,15.4222
"KLF6",101.6005,157.5076,170.6516,191.5237,146.2252,159.8705,121.1283,149.9958,172.4797,403.0317,199.8733,168.0031,61.9072,221.1009,136.0064,105.63,107.6936,120.9882,209.7684,209.095,143.6142,130.0809,124.6574,153.2114,147.517,190.2413,154.5496,102.2505,201.525,84.0921,196.9271,144.5627,150.6762,144.4051,120.5691,108.4457,254.9616,124.7667,151.1421,94.942,224.1756
"PLPP1",123.6196,113.4594,95.9032,88.2088,56.3352,112.6012,113.7115,104.2256,76.9344,81.8968,115.9243,116.1435,156.6267,119.1692,60.1288,85.1527,106.002,95.9206,144.3717,116.3889,76.2308,70.185,132.4223,85.7351,116.8231,87.9626,68.8898,78.2283,85.9943,105.0222,109.3211,83.9454,112.7781,97.803,86.8573,100.4219,121.6537,89.0831,97.1463,83.2005,92.0923
"NEO1",76.9232,89.6227,64.6606,113.3837,105.353,64.8697,72.3737,75.554,77.5712,147.5479,98.1049,85.0249,54.1321,71.9443,80.2853,98.1978,90.7841,70.8123,63.997,56.9578,85.5012,115.1321,65.1083,31.643,97.1659,59.0051,128.2846,69.2714,101.5887,73.2131,132.7856,120.0488,92.9368,70.1459,133.3657,83.1167,53.6902,41.7219,75.6342,94.6168,126.5958
"TRAM1",105.0539,119.8568,130.6242,124.6686,110.0586,126.8553,101.0788,112.7334,105.4031,91.8706,104.3256,128.9691,102.1595,132.6504,77.2035,122.006,140.9669,156.2626,102.3141,110.4116,106.7632,122.6491,189.3306,199.5069,116.4974,154.6378,134.4299,135.6048,113.8403,129.3105,122.6255,137.5404,140.0498,121.1539,182.6656,172.8668,102.1715,251.4694,112.888,122.4456,116.3165
"PHKA1",2.6998,2.6786,2.6944,7.0804,2.8448,3.772,2.682,6.1677,2.6248,4.744,2.7886,2.6683,5.9364,3.6336,2.7505,3.1538,2.352,3.1154,1.1598,1.2507,2.3703,3.8969,4.6942,2.4925,3.1057,3.9092,4.8262,1.1915,3.063,6.442,3.5651,3.1133,3.3083,2.2947,5.1219,4.4776,1.2987,4.2156,2.1956,2.6104,3.5712
"TNFRSF1A",137.6283,167.2368,122.6507,149.0809,168.3721,139.0812,166.9098,170.9637,134.1774,128.9824,160.3062,147.4128,150.4771,135.1648,108.0958,125.4842,129.8189,128.3486,171.1867,151.37,149.7803,109.3271,160.1915,131.7043,135.556,183.9943,108.0668,208.375,129.2791,155.1965,123.6441,149.5891,165.1224,115.2587,114.5083,122.4377,130.2037,175.7924,141.0372,127.9404,152.396
"CACNB1",6.6145,4.4759,4.0513,2.947,1.8822,5.2149,8.1945,3.2244,7.5046,6.0438,4.9762,5.5249,4.5639,4.1671,5.9829,6.1559,3.4898,3.5694,5.716,14.2168,3.3328,3.8782,4.2001,3.1931,7.7032,4.774,3.7442,0.8476,7.0917,3.8789,5.7652,3.6938,5.4643,3.7449,3.9922,3.6339,4.1549,4.1535,2.8768,4.9194,7.1686
"EVI5",5.759,5.8051,7.4376,8.5523,6.9245,5.8695,4.0628,8.6125,5.4252,8.1237,5.7974,6.4611,8.5451,7.1556,6.4006,6.1855,6.3021,6.9963,5.026,4.8199,6.3799,7.393,8.6304,4.8419,7.3386,6.1235,8.5798,8.0067,7.2794,8.9792,6.9767,8.5668,6.4221,4.972,9.8147,7.6222,6.1522,5.4782,4.9028,5.558,6.6461
"PKM",187.3536,295.5879,141.6012,351.4027,220.5555,197.3435,198.4857,235.6424,203.637,244.4475,217.3222,201.8771,251.1437,195.4526,216.6897,200.8,206.8589,193.3763,150.2183,156.8721,211.0912,224.8085,259.4716,201.1612,224.3405,401.2443,263.2836,165.8295,172.9593,281.127,215.933,255.8433,205.4767,187.9906,219.5721,226.4554,128.9849,275.9919,197.3526,216.4994,280.3765
"DHX29",16.9487,20.9368,16.5218,29.1662,18.9286,16.3683,12.0909,21.776,15.3028,20.5369,15.0429,18.4074,22.1761,19.7118,15.8178,15.6659,18.9437,13.2389,14.4537,11.0689,17.3624,21.1668,21.0515,17.3976,18.6608,26.4979,20.9544,18.1512,17.4512,23.2963,16.9897,23.2783,18.4674,15.9758,19.7749,18.4728,14.6996,19.7054,13.5018,14.2195,20.903
"DNTTIP2",13.5747,16.2719,15.0958,26.279,23.8347,15.3543,12.9219,17.4048,12.6811,16.0811,12.3756,14.771,16.5802,19.8969,13.0277,12.8814,15.1579,16.4303,12.1983,10.5277,16.0485,14.1885,20.0381,25.9422,15.4839,20.9548,16.6056,14.3774,13.742,18.7508,16.4791,16.7589,16.2069,14.6447,21.1848,21.5042,13.1628,21.9611,14.8457,12.9947,16.5507
"METTL22",1.778,1.9857,1.5455,4.1301,2.5491,2.8929,1.9506,3.4996,2.2035,2.981,2.4689,2.0922,6.0062,3.3666,3.4844,2.3144,1.7754,2.8547,1.5652,1.733,2.1188,3.1702,4.6809,4.0181,2.6272,2.7852,2.9232,2.5621,3.7336,4.4126,2.7365,2.8382,2.0463,2.1396,3.4834,4.4574,1.8544,4.6773,2.0457,1.9455,2.3382
"TP53BP1",4.9043,4.9785,4.0649,10.7862,6.6513,6.2565,3.5576,10.5003,4.7447,7.2773,4.9059,5.5425,12.2305,6.408,6.5123,6.5737,6.4225,3.4768,3.3673,2.549,5.925,8.3998,7.3068,3.3043,6.2844,5.4474,9.7079,2.1766,6.385,10.9532,6.8906,10.3832,5.3911,4.8151,7.4225,5.7423,3.635,5.2529,4.5614,4.6506,6.4698
"TRO",0.7885,0.5199,0.6633,1.8562,0.8244,1.8999,0.4403,2.67,0.962,1.2971,0.6628,0.5566,4.6224,2.0422,1.9543,0.8421,0.5368,0.7185,0.6677,0.7256,0.5194,1.3083,2.0485,0.482,0.916,1.1012,1.1944,1.1756,0.9497,2.3373,0.7809,1.4857,0.9884,0.8071,1.4478,0.9893,0.493,1.6358,0.6682,0.7019,0.8062
"RRP15",4.3813,4.9837,4.4727,9.2555,8.1979,5.8447,3.6012,6.8009,3.3222,5.3524,3.9937,4.5961,6.4847,5.6227,5.344,3.722,3.9348,4.196,2.2512,2.3602,4.404,7.1687,5.9674,6.9868,4.6528,6.3391,5.6012,2.6788,4.5135,5.5858,5.0625,5.3658,4.5445,3.1743,5.5443,5.7591,3.5769,8.7416,4.0396,3.6694,5.3698
"RHOA",321.0911,378.8296,281.8071,437.7009,327.1751,339.9021,323.0644,319.2418,303.8195,332.0034,335.4203,346.9014,417.5901,371.0759,288.2632,299.7469,339.7177,374.5451,310.9124,276.0763,291.7608,320.396,468.5633,403.7563,349.8115,446.6235,330.0642,310.9512,299.28,368.3257,323.4171,355.0908,358.3469,326.2703,390.1651,422.7365,269.8255,447.7199,299.3282,284.558,371.4855
"DHX8",16.2121,17.9342,12.7144,20.0124,15.8924,13.867,13.4556,14.7915,13.7043,19.1876,13.9115,17.9282,15.5595,13.6383,13.5501,15.8892,16.0204,11.0625,13.4633,12.1249,16.4007,15.213,17.3306,8.8902,17.1783,17.2386,18.7011,12.8079,15.0932,18.2523,17.981,19.2649,16.0308,13.6847,15.8913,12.7427,13.0345,12.4512,14.8287,16.246,17.9589
"PRKCZ",10.288,10.6203,6.9993,8.4225,7.8881,6.3999,11.0021,4.9434,9.2003,11.4075,10.3618,9.4941,2.2333,7.5009,7.7877,10.5826,10.5685,11.0987,10.7415,10.2972,10.8669,7.3635,7.4048,6.8436,10.6427,8.657,10.1316,14.3765,10.6111,5.9089,10.8368,9.6888,10.658,10.7025,12.1788,10.7229,7.9726,7.4503,10.0726,10.2657,13.2788
"IARS2",103.8127,109.4979,88.8756,128.6629,104.3114,94.9908,82.5462,88.1471,80.6434,105.1783,85.4802,111.3631,78.9443,94.4982,85.412,101.3151,116.419,83.5498,70.3854,57.3131,89.5227,92.5151,114.8415,98.6479,115.6039,98.477,98.8948,79.0452,85.6909,88.4737,113.8801,121.2656,103.1017,93.7481,98.9073,95.8002,89.3363,83.1682,81.0456,84.8085,125.2794
"SYT1",1.3908,1.3664,2.266,4.7253,2.3183,4.8235,0.4543,8.1969,2.7533,1.6029,2.5006,1.8761,13.6844,7.4801,10.149,1.2556,1.1652,1.1328,1.7323,2.4861,0.5983,2.4472,10.1566,0.8558,1.5092,2.3868,2.5014,3.8323,0.9686,8.6539,2.5438,5.0926,2.6042,0.9305,3.0176,2.1022,2.3957,5.4735,2.0498,1.9539,2.9452
"IDH3G",75.1393,78.4199,54.8491,92.0893,83.2223,78.6272,92.2097,60.5309,74.8136,83.1193,80.1016,74.9538,62.4044,62.6799,84.2019,78.8694,74.5106,70.3552,66.3099,60.0376,73.6357,64.4187,86.2915,83.8304,82.9746,88.3661,73.5586,83.7682,51.4818,79.1495,75.0282,80.0623,74.3187,75.9604,74.8778,87.8471,66.2444,73.9224,67.304,68.4242,87.1922
"ROGDI",7.2666,6.4226,7.1173,9.2881,7.2602,10.7806,11.3524,10.1132,8.6705,14.6879,10.3087,6.444,16.6803,9.6881,9.7984,9.2967,7.477,9.1704,6.3997,6.9815,9.9719,8.0828,10.3763,6.8497,8.9484,5.4425,9.072,12.6821,13.6332,8.0688,8.8671,9.297,7.1634,6.5495,9.8372,11.0927,7.7292,8.7368,8.1453,6.5663,7.8938
"ROCK1",11.4719,12.663,13.7668,23.819,15.8297,13.9803,8.9646,23.352,11.5104,13.6603,11.3351,12.6391,28.5382,15.9253,13.4896,13.7469,14.5931,9.4397,9.3393,8.6092,11.7053,19.1931,20.8902,7.808,14.1314,12.5786,17.248,11.2576,13.3655,20.6953,14.9605,20.2179,14.4008,10.9727,16.4017,13.1978,11.4398,13.4547,12.4525,11.1597,14.0426
"CBFB",10.6602,16.5141,15.1686,22.3521,20.6356,14.9011,9.3231,14.596,14.9034,15.6673,11.2918,14.237,9.8226,16.7992,12.657,15.8673,15.3883,17.0103,11.4266,9.341,16.3317,16.2911,18.1878,20.1041,14.8563,21.2701,25.8795,8.799,15.4752,20.5953,15.2913,20.2895,14.3422,17.7283,17.6948,19.3189,11.2941,22.1693,15.3962,11.0458,16.6291
"PDK3",14.2419,9.3203,11.9335,10.5686,9.3061,12.6241,8.4052,15.5157,8.2085,7.2724,9.2106,11.2667,35.8791,15.915,9.8497,10.1231,13.2595,6.252,8.6392,7.1798,9.9982,10.3855,20.6444,5.4864,12.2856,6.6853,8.1529,20.8775,6.7704,13.5636,13.9285,13.7659,12.2567,9.2134,7.9567,7.8866,12.0497,9.1368,8.9092,11.0111,9.9233
"HYAL2",13.6738,11.16,11.9079,38.6209,35.6783,17.8907,10.9746,22.5544,18.5557,19.9757,19.3667,15.0545,16.2829,19.826,21.9292,16.9053,11.9457,15.5526,13.0473,8.0633,18.882,18.9837,23.8579,36.6136,11.4284,31.0566,20.1296,19.2722,20.926,29.35,18.2044,28.1344,15.5857,13.5922,19.6622,21.3625,12.6897,24.2902,18.7967,14.0835,18.262
"HDAC4",4.3111,5.5787,4.1701,13.0201,5.4792,8.1161,2.7551,24.8973,4.9799,6.9001,6.9996,5.3976,28.6119,11.8925,8.0996,5.5094,4.417,3.3786,3.171,4.2739,4.5936,10.2634,14.9298,3.8399,5.5024,6.9855,7.1259,6.0321,5.6366,25.4465,6.9557,6.0598,6.1152,4.1784,7.8956,6.3071,3.5821,9.8669,4.1222,4.9527,6.2519
"RASSF1",12.4657,14.6196,10.4731,28.8746,17.1009,14.7898,11.553,16.012,17.3946,19.4102,12.4765,12.268,15.0517,14.6245,15.8593,16.626,11.085,20.2848,10.1656,9.6545,15.1147,16.2093,18.7084,19.885,16.9051,22.2277,17.1185,14.3933,17.8664,24.2713,17.087,16.1372,13.9517,17.8192,21.2578,18.02,9.8723,20.5656,14.8024,11.772,17.1469
"FGFR3",11.6918,22.0618,23.8691,29.5038,24.2413,19.424,26.7595,15.3524,23.5735,54.059,29.2512,26.2417,3.7244,20.2753,24.9918,29.5826,26.7799,27.42,29.8472,29.4402,29.5688,23.2955,13.5742,23.7876,31.4543,22.9289,28.9312,24.4573,47.8701,9.4108,32.2273,29.4275,26.1727,23.4435,30.1548,22.8702,31.6877,8.4581,25.3513,24.4573,35.1316
"IFI35",61.015,199.4001,49.5858,59.1712,95.7936,58.7642,72.0737,48.3202,110.7741,63.6474,73.4868,72.8187,51.69,50.7853,104.8774,58.6267,55.7858,84.3205,81.9493,101.4477,62.2548,54.6437,81.3306,99.131,60.2769,104.848,54.5093,82.1337,50.5389,115.5575,48.9004,53.1433,86.047,90.0161,70.0396,96.6518,56.3792,261.6208,64.4606,68.8368,86.9309
"HEATR6",3.9878,3.8614,3.8657,5.7445,3.3501,6.3338,3.3113,6.6242,4.3079,5.22,4.3951,4.5737,14.1637,5.658,5.7079,5.2675,4.3995,3.4245,2.7974,3.5932,4.9445,7.0341,8.5274,3.1963,6.1189,4.3779,5.2041,3.3487,4.6701,7.6175,6.3753,5.9203,5.3495,3.574,6.7226,5.6888,2.8909,4.7881,3.723,4.6689,4.3831
"COASY",60.4839,70.2211,47.5064,69.4256,48.0294,60.4047,59.7596,42.6873,53.9417,72.5698,56.8969,56.2625,30.6599,43.3004,57.1293,66.3012,56.2362,48.9453,51.1427,44.4858,55.51,58.2795,49.4474,62.146,57.2983,83.6748,58.2724,62.6254,56.5871,60.8728,60.6161,73.1793,61.4906,61.7824,60.561,64.2994,38.9219,51.9816,49.979,49.4485,75.0163
"MEF2A",12.255,13.5905,14.5902,25.1679,18.8996,16.5398,11.3082,26.0243,11.6032,17.583,13.3567,13.6126,38.4931,18.3101,14.8984,14.6845,13.7246,11.4386,11.8349,10.3149,12.6548,17.9319,26.5717,14.7727,15.8962,16.4824,18.7244,14.4956,16.3322,21.4173,17.2079,17.2185,14.8827,12.549,17.1281,16.4337,14.0193,17.6634,12.4888,12.8957,15.5139
"OTUD5",48.3982,52.109,38.2606,57.4541,55.7005,56.2744,54.8681,61.2997,51.5289,68.2756,57.4956,54.3271,71.9699,58.7214,56.7561,54.8883,48.9152,41.9089,47.5613,46.2782,60.7256,55.5357,65.5174,32.6498,64.5973,49.5006,60.6322,51.6477,53.9826,66.8126,56.5441,55.5631,52.9043,48.3325,62.4258,51.9508,47.9496,42.7073,49.3076,48.256,59.1704
"TFE3",28.1412,31.006,22.5967,42.7341,40.5696,40.4393,29.0404,48.081,30.7787,35.9611,33.7316,27.8448,62.8916,35.9977,36.6179,33.5001,26.2974,25.6529,27.7838,26.2676,30.8484,37.3955,46.8455,23.8038,31.1132,38.346,29.5405,32.384,30.6666,52.955,33.9533,38.5221,33.3163,28.4425,34.1715,34.0473,24.2499,37.13,28.6981,27.1249,30.9272
"TBC1D25",9.1093,8.7338,7.556,10.2639,11.0118,12.3234,11.8056,13.6209,10.4449,13.6824,13.6066,10.2759,17.9513,13.3468,10.7062,11.8889,8.9837,10.7063,10.0626,10.183,10.6868,10.4586,15.957,8.5982,12.0684,11.0725,11.8358,9.3374,13.3273,13.5314,12.2674,12.8918,11.3353,9.861,13.6115,12.8433,8.3487,10.4952,10.3143,11.154,10.53
"ACSL4",11.5111,13.2503,11.4757,16.5707,16.3144,15.0694,6.6591,23.6799,12.1837,8.5335,8.41,12.0482,22.7805,17.8097,9.2984,12.3784,12.3091,9.951,6.2915,6.5969,11.2925,15.032,28.6881,18.7932,10.4312,17.5681,12.9057,9.1966,11.0459,25.1499,13.1276,21.3113,14.2104,12.5543,16.3526,14.6459,7.1578,32.5617,9.4748,10.4375,9.9341
"INPP5A",31.1235,28.4247,25.2084,45.2546,29.6728,39.8932,27.0952,52.5942,24.5976,31.1959,44.3299,31.2323,124.9005,48.8525,31.5373,26.4871,26.0453,25.7667,29.1377,30.7985,23.3996,39.1386,62.7357,33.9024,34.2491,30.9563,26.9525,40.6982,28.3742,42.2936,36.4812,27.813,34.5873,22.4937,36.5655,49.5245,29.24,40.598,25.3146,30.617,34.6836
"GPKOW",43.0652,44.7384,32.6679,50.8136,42.6625,47.7499,50.2035,43.8496,43.0274,52.8232,53.162,44.2594,53.305,51.3144,46.5201,46.957,44.4187,50.0555,46.7757,37.7755,43.2873,43.4493,60.7811,38.0102,50.3942,56.1872,49.3281,41.383,43.3439,49.0179,50.6708,51.1343,51.0869,48.9334,51.5184,59.3752,34.2888,48.9499,41.5788,42.2082,58.9771
"GRIPAP1",14.3407,17.7998,15.1246,19.8807,19.5869,17.081,16.7943,18.1621,17.8407,25.245,16.7961,16.6842,15.8479,16.0079,20.9595,19.682,16.9591,14.3063,16.4968,17.2289,18.5098,19.0588,15.3846,9.6224,19.0826,18.0926,21.0431,16.2124,20.7791,22.5281,17.3812,21.5428,18.0073,19.0333,20.3527,16.7608,14.6846,13.3338,16.9171,14.3185,20.0693
"FTSJ1",16.767,20.4737,14.5938,32.5437,25.9785,21.6422,16.8556,20.4291,20.2082,22.3675,19.5647,18.7458,20.5428,20.3461,20.6108,20.7984,18.7472,23.3528,13.7954,12.0665,18.7672,23.2835,26.9054,31.9379,21.8611,37.5269,25.2256,14.596,23.5052,31.9866,17.9707,22.8951,18.6814,22.4451,27.0271,27.9839,13.2038,33.9697,17.7527,14.7535,22.2503
"REEP1",2.7406,1.4451,3.1692,14.472,2.2968,13.2617,0.8805,22.7806,1.7181,4.8345,6.8957,1.7446,72.5013,24.61,10.394,1.6585,1.2574,2.146,2.7799,6.6381,0.8255,10.3777,41.7132,6.0792,1.2539,6.688,1.8975,9.4859,2.0524,19.6296,4.9561,2.9895,6.727,0.678,6.6962,17.7561,2.3617,27.5142,1.7053,4.1291,3.3105
