"","TCGA-AG-3731-11A-01R-1736-07","TCGA-AF-2691-11A-01R-A32Z-07","TCGA-AG-3732-11A-01R-1660-07","TCGA-AH-6643-11A-01R-1830-07","TCGA-AF-3400-11A-01R-A32Z-07","TCGA-AG-3742-11A-01R-1660-07","TCGA-AG-3725-11A-01R-1736-07","TCGA-AF-2692-11A-01R-A32Z-07","TCGA-AF-5654-11A-11R-1660-07","TCGA-AF-2689-11A-01R-A32Z-07"
"UBR7",33.5801,36.5448,42.828,36.473,42.0491,44.1402,31.1142,38.7048,39.0434,38.0115
"MAP4K5",14.8352,19.1981,24.5928,18.674,15.0598,17.0303,6.6377,19.171,17.7195,13.9275
"EHD3",4.1177,4.215,6.0626,6.9318,1.6121,4.1452,1.2365,5.7262,2.3484,5.0816
"PSMC4",89.7007,133.145,75.5325,73.7631,141.9175,88.4049,81.6538,109.3446,91.8545,102.3262
"MAN2B2",25.3227,26.2211,26.8457,20.35,31.8984,18.787,11.3717,29.6458,36.5421,16.1235
"MVP",201.9993,334.5689,162.4779,259.2041,435.1459,114.7106,91.2581,252.1118,395.0699,292.2279
"NUB1",38.2901,27.9384,54.4155,42.1123,31.5989,41.2608,27.1114,38.7942,40.432,36.4411
"PGM3",14.1836,13.0868,12.8722,9.6604,13.5287,12.7509,12.712,10.7585,15.7248,9.0012
"CLK1",28.1225,11.76,43.4788,31.5011,9.3615,39.1956,29.6061,20.6801,17.3957,16.0048
"POLR3B",8.0988,9.2546,9.3752,6.3985,11.7319,6.1783,4.9912,8.592,7.7776,7.9463
"ANGEL1",12.1874,7.7961,12.917,8.7508,9.11,9.1719,7.0913,12.5569,6.6184,6.574
"RNF14",40.6078,31.2445,51.4063,37.015,33.9224,72.4549,69.0677,35.4096,40.6518,33.0429
"DDX11",4.0246,4.6709,7.0579,5.771,7.5922,2.3256,3.0424,5.0797,4.1764,2.3197
"HEBP1",24.6396,15.9857,33.2533,34.544,22.1867,25.5541,14.7161,22.2492,30.6275,24.3336
"CD6",6.0708,5.588,2.7617,8.294,3.143,3.2008,2.3254,6.8848,1.5826,8.6118
"TACC3",7.0821,15.4836,6.9459,16.3338,25.3977,7.7275,7.0371,12.2914,18.1786,20.1783
"UFL1",36.9591,26.5908,56.9546,37.5731,29.8098,47.3429,30.655,35.7639,38.9646,23.0856
"POLA2",1.2352,2.203,1.4448,1.9076,3.0009,1.6707,1.1786,1.7681,2.1062,2.4196
"ZC3H3",17.3326,22.7183,17.246,14.6568,27.3561,13.2501,9.1035,20.2697,19.6552,19.976
"CAPN1",123.8366,162.2067,102.4107,97.4076,214.7117,78.1722,64.3913,143.7453,155.6795,136.4804
"ACP3",4.1898,4.1438,2.0931,6.8641,7.3481,3.2421,3.2216,1.9539,6.7019,1.99
"SLC30A9",41.7371,38.7166,43.0718,30.052,43.1262,50.2129,45.3137,38.6434,45.9097,28.0285
"COX15",19.2052,13.98,24.6281,20.468,23.9661,21.4801,19.9696,19.1315,26.0279,17.3811
"CCDC88C",12.615,8.7559,8.7102,15.7314,14.3319,6.875,6.6258,10.2782,18.4801,9.679
"YAF2",3.7036,2.8708,5.7518,3.6486,2.6845,7.1521,6.1037,3.3645,3.085,3.2955
"ZMYND11",58.7598,51.0057,130.7426,54.5479,39.6925,96.8837,32.6035,81.0481,34.5822,49.7186
"WAS",24.4469,17.9023,11.4993,34.426,6.6094,10.9338,9.5743,14.9079,5.6048,25.0769
"BID",16.7238,23.078,15.7802,14.4863,25.0613,28.483,41.2588,17.7587,18.967,18.4986
"XYLT2",27.2872,16.2055,21.5002,16.5608,17.681,17.7653,15.0098,17.2367,14.0608,16.2346
"NUDCD3",28.5795,28.7317,36.6097,22.8278,30.3437,33.5851,19.1439,33.4222,22.4348,28.2694
"CHDH",20.8629,11.265,14.6506,10.5249,26.7915,12.2151,11.7053,16.3401,18.6725,11.9584
"IL20RA",8.4547,6.107,7.0734,6.434,8.4052,7.7849,8.9975,3.771,10.0011,6.5151
"CLCA1",1618.4222,530.4518,1380.342,524.6843,1012.6829,801.6801,999.9587,1401.8443,117.7326,440.2394
"CLCA4",142.2786,383.2361,460.8327,1614.9904,873.7434,152.2543,141.9842,302.6167,1683.2489,220.7454
"ATP2C1",33.6791,36.4522,38.0155,31.6186,40.573,36.6929,24.4128,39.5131,36.053,25.3908
"SLC38A5",16.1529,21.7659,9.8284,8.8115,28.202,10.8816,14.9474,20.1677,21.7718,14.2857
"RALBP1",46.2934,39.4765,51.0669,40.1704,42.1513,42.9882,22.6875,47.5641,35.1306,36.764
"RUFY3",7.2312,6.0468,14.181,8.6662,6.1263,8.6877,4.5251,10.2199,6.9507,6.2348
"SLC11A1",0.8279,0.5569,0.4215,0.7293,0.4427,0.5719,0.596,0.6711,0.4749,0.3748
"WWTR1",27.457,32.9799,108.9672,28.8672,6.1851,78.0876,15.1103,54.4875,8.0728,30.3668
"AGPS",23.3134,27.4059,36.2592,24.6125,35.684,30.9069,20.0918,28.9404,37.6694,24.2763
"CXorf56",22.5999,20.7379,29.9635,26.1214,25.1888,26.7916,21.5745,24.3009,22.7799,21.8194
"TTC27",14.6483,14.9136,14.9479,10.5893,17.7947,13.7121,9.5498,15.6188,11.4612,10.5846
"VSIG2",566.0482,418.9631,199.8207,327.7088,459.8431,496.0948,806.7506,326.7171,316.3516,465.2449
"MARCO",58.2703,4.9805,30.8669,8.2974,0.4157,13.3863,3.89,8.5287,3.8495,3.9974
"SNAI2",6.9405,7.299,14.1536,6.3597,4.5805,6.2376,8.5666,9.3081,8.7667,6.9381
"CD74",1132.3341,915.2926,680.0543,1003.1177,368.5509,895.8275,755.3046,822.9977,284.5457,993.9383
"HGF",1.7812,1.9491,2.7088,1.259,0.7975,1.7407,0.8156,1.9754,1.3324,1.0268
"ZRANB1",7.642,7.3186,15.3449,7.4663,4.8312,10.1154,2.9091,11.3576,4.0459,7.571
"NCDN",12.4225,16.5876,17.9778,13.2519,11.9232,10.8786,4.476,19.968,7.6386,15.1171
"ADGRA2",18.2301,21.003,26.2859,19.0023,9.584,19.2053,5.4555,44.4784,7.8075,29.3797
"MNAT1",5.7947,3.6158,6.7434,3.8859,3.7278,9.2178,5.3005,5.3106,3.5358,4.0608
"SAMD4A",8.947,12.8777,24.0745,11.8554,2.4099,18.9388,3.3325,16.9777,2.5314,14.9419
"RUNX3",10.8056,16.56,5.4046,21.0896,5.5117,5.544,4.6869,14.9474,3.4613,15.8568
"MRE11",7.1496,5.0858,13.818,9.0603,6.0128,9.5765,5.1225,9.4146,6.4328,6.4708
"SERPINB1",173.5628,388.5673,129.6948,157.5056,376.9979,203.0265,252.9117,188.7856,265.0992,223.9572
"SPAST",8.5166,7.1352,10.5384,9.0735,9.3032,11.1364,8.4532,7.9329,8.6251,6.6803
"OSBPL5",14.0772,24.841,28.8075,14.8279,10.9741,19.606,9.0037,26.1704,15.5232,21.1779
"AQR",12.0503,14.458,16.7091,12.3669,15.5081,10.2392,5.4193,15.0183,12.7138,11.6719
"FHL1",173.2622,197.4346,675.9319,187.1654,26.9972,363.7639,102.9973,337.9512,33.9149,201.8337
"RTF2",48.3356,56.6153,62.3672,45.7201,51.6667,64.8716,44.2315,61.9955,43.666,56.7893
"ZDHHC6",29.9844,28.8025,33.902,33.4236,43.5569,42.3804,59.6752,27.3399,43.763,26.5668
"RNH1",56.1941,77.1149,56.7522,41.0764,66.3186,53.0161,35.9768,74.9573,46.8511,64.8207
"NDUFS1",42.3107,35.0465,45.8719,38.4131,59.8197,40.1808,32.4099,52.707,55.5073,31.58
"RB1CC1",20.3226,17.0466,36.9712,24.8655,17.3505,29.917,18.4947,23.3532,18.0792,18.4018
"ERP44",67.3668,74.1607,56.8672,64.1893,73.4107,63.5586,56.6251,65.7536,76.0413,62.4082
"ALAS1",94.3743,129.6086,83.3751,117.1814,157.1661,84.4605,55.1285,109.9899,190.0036,125.1791
"BIRC3",21.0944,38.3451,19.163,44.2374,9.6183,16.3437,13.9934,21.6911,31.7881,16.5333
"AKAP11",16.6729,16.4199,45.7758,22.1998,13.5014,26.3018,8.6916,26.1147,15.3442,15.863
"GLRX2",6.0132,9.6965,10.3778,7.9817,9.1082,11.0727,9.1909,8.5999,7.9366,7.7469
"SNAPC1",5.3635,2.826,6.4867,5.1129,2.111,9.8658,7.0304,4.4703,2.7808,3.4837
"DERA",67.7136,50.5703,67.8207,67.8039,72.9358,99.5681,125.4162,57.2752,66.9851,56.4263
"STRAP",123.2537,168.9123,153.3599,110.6296,146.6248,178.9819,125.6668,171.1403,129.0353,115.6815
"DEF6",23.7039,17.645,12.2641,25.7911,19.3438,11.6027,11.4382,16.049,12.5663,22.8171
"PLEKHO1",38.6554,34.7083,100.1562,37.886,5.9756,96.1154,31.84,52.9687,5.3909,47.5461
"GCLM",7.9993,9.3262,9.8388,9.6486,12.3887,9.6152,5.681,8.4085,10.1494,6.1265
"UBR2",20.4314,17.6221,33.953,28.5305,23.1039,17.1484,12.9981,23.7446,27.3772,20.8068
"EHD2",84.2478,127.6244,288.5086,92.4561,33.2508,102.4881,25.264,221.1882,40.3819,141.3065
"DEPDC1",2.2693,3.1658,3.5302,3.6108,7.5227,7.1823,11.3852,2.9315,8.5895,4.2316
"RRAGD",5.4193,4.9504,7.715,5.8992,1.5926,9.7834,3.7081,7.5108,2.3639,5.2277
"HSF2",12.4667,10.9665,25.048,13.8256,7.3349,20.408,10.6182,14.6599,6.6693,11.8089
"PHF20",15.5776,15.5836,25.2664,14.3693,10.3176,17.1858,9.3829,19.4721,9.6635,13.9035
"HSD17B6",18.9918,13.345,35.6882,10.0792,4.7339,40.8762,8.082,34.5947,3.662,12.6774
"NR1H3",21.6291,11.7817,16.5931,26.6658,19.115,22.0049,33.8176,14.5572,15.4143,15.8248
"TYMP",17.802,21.0481,8.151,15.8818,10.1499,15.5689,9.1517,21.2744,13.3385,18.6687
"NCAPH2",22.7927,28.2706,24.191,20.0528,31.7229,29.6247,28.2614,28.7731,21.4667,30.1793
"TOMM34",37.5945,51.7272,34.1931,28.7494,63.0304,29.5077,36.1185,46.4904,40.0811,41.9908
"SEC63",31.5157,31.1713,48.5428,30.4344,30.0331,33.6083,14.0653,37.3318,28.2482,25.9652
"KPNA6",21.8818,28.8321,35.4032,26.3252,32.7741,22.1535,9.2363,34.304,24.1955,23.6461
"VIM",187.8694,153.903,368.5852,152.4622,62.7925,173.9891,83.631,199.9451,107.7282,156.9799
"FAS",31.8558,15.5548,18.1745,23.9032,24.765,22.8757,63.426,23.9688,18.6093,16.398
"RNASET2",9.3514,8.9477,4.5759,5.9031,7.0626,5.359,6.6321,6.8539,6.8299,6.6186
"CD44",37.0861,56.724,65.7148,47.4499,37.4001,34.7574,25.2237,60.2282,30.6819,46.5766
"AGPAT4",1.7228,2.8016,3.8867,2.2039,1.5833,1.9798,0.7069,2.8891,1.729,4.154
"SLAMF7",32.3708,21.5234,22.1299,25.7486,10.7992,24.3488,53.7124,23.0311,14.2967,19.2034
"BTN3A1",27.0124,7.2186,24.9864,19.9372,8.2958,24.7862,23.9477,13.9895,12.5746,14.2303
"MIPEP",24.4343,24.8415,20.0473,18.9878,34.4524,18.9914,18.9009,28.2922,26.0308,19.136
"PRKCH",5.1924,5.3701,5.3419,5.5622,2.9418,4.6179,2.2072,5.9942,3.2036,5.5652
"IFNGR1",124.3112,160.5797,107.207,128.6982,115.1277,175.2279,199.2142,101.1883,115.665,110.044
"B4GALT7",14.0152,13.3239,11.8062,8.9412,15.4735,14.2711,15.0573,12.5215,9.519,11.3226
"SH2D2A",4.8945,5.8669,2.1225,4.6138,3.4599,3.0102,2.3353,10.0009,2.2522,4.2774
"VRK2",9.3779,10.8425,13.3068,9.1521,8.4988,13.2166,8.4482,11.0175,8.2807,7.4994
"TNFRSF1B",63.1065,67.2671,43.2145,66.9545,27.8838,46.6401,24.0034,59.8776,37.7106,64.3524
"VEZT",19.6371,19.2688,26.2999,18.8795,19.2641,26.5038,20.3196,16.6104,18.2323,16.2228
"POU2F2",4.8855,5.3556,6.0358,14.722,0.8521,3.1617,1.0961,3.4481,1.2578,6.3727
"BRD9",9.2989,9.8648,10.5208,9.5216,9.7398,11.8365,6.6714,10.1933,8.1653,8.822
"SNX1",40.4832,33.8376,60.2512,37.0141,35.5956,46.5493,29.0379,45.1644,32.1843,35.3035
"TBPL1",10.0189,5.1635,8.8892,8.3267,7.7849,11.5075,17.8782,5.1994,6.6202,7.2834
"ARNTL2",2.4877,2.9732,5.9825,3.0421,3.0598,2.9419,2.4112,2.9182,5.4808,2.7942
"BCLAF1",31.6467,42.5221,54.2075,37.5103,43.3611,35.4551,16.7168,48.115,44.2615,32.6887
"SLC39A9",41.273,42.7818,40.9042,33.4114,54.2036,46.0589,40.8346,43.0222,49.3992,37.4954
"TFB1M",7.398,4.0687,7.6715,5.3872,9.2736,8.9948,12.1583,5.5877,5.2427,4.5328
"RABEP1",15.6894,14.9768,27.8423,16.4018,12.1551,19.6467,9.7101,18.0853,11.8538,14.7126
"NUP160",15.9496,17.2376,23.0878,14.1329,17.5969,17.681,12.5453,20.5457,12.7321,14.295
"BAK1",53.7073,47.6025,44.1776,54.896,109.5968,72.6151,102.342,62.8349,82.5699,47.5115
"GRN",585.3169,588.1051,370.4524,392.3338,585.2825,350.1887,304.6258,497.0856,566.9015,532.6205
"ARHGAP31",8.929,10.2529,18.3334,9.2654,6.9866,11.2883,4.0379,16.7188,7.9965,12.0429
"CENPQ",10.7681,7.6859,11.5514,11.639,9.1838,25.514,19.0379,7.9956,8.784,8.776
"SARS1",124.5465,113.8147,128.9145,89.459,132.6933,140.8035,115.3058,119.5125,104.6426,99.7637
"RANBP3",24.4283,26.1112,34.9814,23.6054,25.0555,26.5729,14.3799,32.0701,19.1897,26.9845
"ARID4A",13.719,7.8413,22.6048,16.5442,8.5343,14.705,7.4931,11.1201,10.5311,9.6391
"EIPR1",12.6135,13.602,8.6254,9.5691,17.9123,13.952,16.2279,11.5235,14.0672,11.545
"PNPLA6",25.6603,32.8713,25.5437,27.792,37.7429,16.0867,13.7838,30.5776,28.5484,29.9072
"IFT88",7.2765,5.9868,11.5457,8.3809,7.517,10.4063,6.937,6.9125,7.0999,5.9649
"ALG1",13.677,14.0094,9.5385,7.3567,20.9943,10.5934,10.9909,13.07,11.6371,10.6093
"ZCCHC8",7.3024,5.6911,8.9059,8.5524,9.0084,7.2212,6.1895,7.0591,7.4853,6.7486
"ABCF2",6.1926,11.0667,7.922,10.8072,12.4459,7.695,4.7166,9.2559,9.202,10.3878
"CHPF2",41.4576,54.4888,27.7392,33.1769,54.1925,27.4137,21.8339,44.7975,44.0947,48.2919
"FUT8",13.2325,8.2359,16.5896,10.3447,7.6262,14.1241,10.8805,13.5812,9.6208,9.5749
"UBA6",7.4754,11.1245,13.5902,10.6311,9.5963,10.3561,6.5721,10.8985,10.8494,7.2939
"GAB2",28.0322,20.6286,23.6933,20.8474,18.2138,18.4335,10.1759,24.6246,19.1459,18.6513
"ATP6V0A1",17.1677,26.6179,22.8324,23.5928,23.9724,14.5947,7.7357,26.1156,23.0768,24.2408
"PIAS1",11.5122,8.249,19.3868,12.8626,8.2934,14.2272,6.9297,11.1107,10.0471,9.1437
"SLC4A7",7.1838,6.1791,22.5491,8.1157,5.208,13.3502,5.1151,12.4451,4.8041,4.7614
"APBA2",0.9567,1.4456,0.905,1.8862,0.9087,0.7561,0.579,2.0651,0.7037,1.6232
"MAP2K3",47.8668,146.4708,41.2389,45.1174,100.1893,47.4165,24.6371,76.5539,75.1664,73.2642
"TMSB10",6719.5866,6051.065,3675.9678,4273.6417,7696.3686,6658.9461,15823.052,5339.6036,5574.883,5729.7736
"ASTE1",8.5922,8.3206,10.5097,9.4958,9.8916,9.3198,10.8323,5.8844,10.1274,7.26
"RNF19A",25.3238,22.6118,40.5049,35.1285,19.9461,26.0701,17.8299,28.5718,26.309,24.0981
"PEX3",11.4668,9.0063,15.8924,8.5444,10.5531,22.6812,17.4041,11.9136,9.0998,8.1349
"GABARAPL2",94.4911,63.2081,100.5243,77.8064,67.6837,144.5609,170.2179,77.4237,73.2627,73.4321
"SH3YL1",22.424,18.2977,12.1616,15.5435,26.2159,8.287,25.2607,18.6049,14.7985,9.3574
"VCL",71.8319,188.5859,310.4597,107.7235,83.6179,121.395,25.0114,243.8473,47.2005,156.514
"DEPDC1B",4.0958,5.5388,4.5875,5.7793,11.6821,8.351,11.896,5.4514,12.3251,5.6284
"DAPK2",3.7089,3.8658,3.6667,5.379,5.3652,2.3976,2.5373,4.4289,8.2429,4.8312
"NSMAF",19.9976,17.6856,24.7127,17.8005,18.0621,21.7739,16.3523,20.1936,15.4881,17.6022
"ADSS2",42.416,46.8963,58.3122,39.4048,49.3546,54.9026,35.6784,43.6689,64.8231,36.7825
"TIMP2",151.3477,148.0627,428.8947,163.5355,60.1275,218.6098,60.4648,280.5609,83.557,178.1404
"RFC1",20.8354,18.7852,35.9177,22.6693,19.1374,21.6793,10.5666,22.9313,17.8549,20.228
"TBC1D23",27.3615,26.2113,33.6266,24.6099,25.9185,35.1513,35.7961,21.2083,31.1228,22.7576
"CUL3",16.9546,19.2876,22.327,18.4377,19.3813,17.957,9.9277,19.2071,16.6053,17.2286
"OTC",5.3274,3.2182,6.9524,4.8787,11.9824,7.1395,10.6348,4.9689,11.4879,6.1648
"ZZZ3",11.9781,8.4413,20.7527,10.0098,8.6617,16.8933,10.6706,11.9454,7.864,8.4064
"USP2",7.6477,10.3546,10.5905,18.3534,9.671,7.7813,3.4002,14.8851,20.6024,14.8476
"TUBG2",9.7035,9.1827,20.4232,11.2198,3.0772,19.3734,5.7674,16.449,4.0853,11.2552
"RPL26L1",31.2489,29.6519,23.0104,21.7444,41.0026,45.9535,60.0255,29.8293,26.8893,27.8935
"FLT4",3.8156,3.3232,6.2374,3.5486,2.327,3.6256,1.3704,5.3455,4.1266,5.7438
"NSUN2",28.6269,44.3334,31.6942,28.9221,45.4861,26.9622,14.279,38.2402,37.3598,28.3124
"FBXO42",9.0815,7.9747,12.0748,10.201,9.4122,10.0505,5.239,10.7867,7.397,9.7175
"MFAP3",6.8426,5.9265,9.3114,7.557,6.5293,7.6477,5.7573,7.245,7.4105,5.3373
"MRI1",5.6294,4.6573,5.4067,4.5423,6.2062,6.3968,5.6039,5.8029,5.1667,2.6658
"METTL1",8.87,22.1181,7.606,7.0415,21.7757,10.0734,10.6228,11.1458,8.8314,11.2145
"AGA",26.0487,25.4389,29.898,19.9527,26.4866,29.848,25.9562,25.9463,28.5624,19.1811
"PI4K2B",32.3772,35.2893,30.5125,26.6564,38.5163,40.8119,33.4239,31.1827,50.0804,23.421
"BOD1L1",9.0537,7.8033,16.8915,13.3637,7.9854,7.6192,2.9839,12.056,9.5764,8.7604
"MAT2B",80.7757,47.5054,84.702,66.9231,59.9277,103.6086,120.6389,56.2271,59.4867,54.3629
"EDC4",19.6556,22.8139,21.2752,22.8808,31.7259,11.2116,8.9394,23.4904,23.8619,21.547
"TRIO",13.9254,13.3939,20.5245,17.8242,14.6384,10.1308,4.5022,22.1495,15.1068,13.8006
"VCAN",8.5623,12.3108,22.7693,9.1351,6.4607,7.093,3.0485,17.114,5.8411,10.3146
"CLEC16A",8.0669,10.3545,7.9858,10.6349,11.0385,5.0204,2.8796,10.9382,13.1864,9.5917
"MSR1",8.9406,5.2067,6.8689,2.3335,1.2416,17.1178,13.5771,5.6506,1.0752,3.7003
"CDH1",225.8699,373.7601,209.5782,345.7249,540.1243,130.0832,111.1822,288.9356,558.8371,342.7142
"MTREX",28.2931,29.8085,39.7224,26.7395,28.7016,31.8172,17.7136,33.0148,25.7678,23.5931
"ZFYVE16",5.7521,4.1033,9.5898,5.432,3.5895,8.1175,4.7802,7.6437,4.8904,3.9555
"RIPOR1",12.3782,12.3813,25.4175,14.5754,6.7003,15.3338,4.9651,21.7174,7.4893,16.0248
"PNKP",12.4081,15.41,10.1772,13.2592,25.8405,10.7456,10.0784,17.8525,13.773,15.1165
"BEST2",21.756,37.9083,13.9918,53.3223,49.3216,26.1628,20.2177,21.1835,28.5091,24.1121
"PHLPP2",9.7051,15.1355,14.8904,26.9346,26.7728,7.4276,5.3645,10.634,31.2501,14.9489
"SPDL1",4.0648,3.5363,5.7624,4.4961,6.4556,6.6725,5.6086,4.0791,5.4098,4.4214
"STAU2",11.8266,8.1747,17.1833,12.5296,8.8649,16.2584,9.5545,12.6063,12.1722,9.5302
"SLC66A1",10.8677,11.3672,11.6734,12.0032,14.2651,11.0827,8.8354,9.7936,15.5468,12.5683
"CTNS",7.6585,6.4913,9.6604,6.3624,8.3437,6.3126,4.6212,8.8232,6.7566,7.6035
"RTN4R",3.5201,3.788,1.5206,2.0242,5.6524,2.7775,2.5447,4.7917,8.2128,4.5575
"PHF23",43.0588,31.5723,46.3589,41.8126,44.0094,53.8651,44.6542,30.4829,32.4724,38.9831
"INPP4A",8.1192,5.9988,14.271,8.5272,3.5022,9.8628,3.4731,12.7095,3.8331,7.0839
"RAB27B",6.3662,5.0769,8.689,4.791,8.6849,6.5992,10.7117,4.9496,7.7865,5.3321
"PSMA4",51.0675,42.0075,51.9543,43.922,51.0975,79.7937,90.2792,44.0442,50.4163,41.7214
"LSG1",19.9912,25.5268,22.5059,17.0082,33.9336,20.9103,15.8097,22.1483,22.6773,19.2239
"PARP3",27.4553,23.4488,31.2204,23.2572,12.8893,27.0849,9.5994,28.507,19.0789,19.6214
"TNC",29.1529,94.7576,174.5759,58.1827,9.3649,40.9041,9.0367,129.7493,8.7878,91.0113
"THAP3",7.4314,4.1729,9.6083,6.4007,6.5797,10.7563,15.3841,4.3284,3.9502,6.2241
"RIPOR3",2.2414,0.9345,2.656,2.2012,0.7494,2.0079,1.1887,2.6012,1.2761,1.9712
"TDP1",7.9653,8.456,7.2273,7.6261,10.6246,7.7484,7.1478,8.3693,7.6017,7.3575
"AIFM2",16.5282,27.4754,16.1998,16.9435,30.8849,15.4741,12.3285,22.7382,27.7605,19.4814
"SPATA7",3.499,1.5145,4.5095,2.28,1.7538,4.6251,4.9583,2.6726,1.7181,2.321
"RETSAT",173.6537,201.4354,148.6681,293.0734,345.2128,122.4185,108.0386,140.3677,368.9707,263.9827
"CAPG",114.9022,156.226,73.3877,97.999,155.518,138.635,165.5471,139.6409,116.9415,160.7239
"AP2S1",120.9176,140.9972,90.8266,90.0271,169.2547,132.4035,158.1942,128.7888,143.4227,137.8262
"TG",0.0915,0.2051,0.1396,0.2639,0.1251,0.1114,0.1667,0.0998,1.2457,0.0788
"ADAM28",5.7461,4.274,5.1112,7.4941,2.5919,5.3495,6.3174,4.459,4.9747,3.3404
"DCUN1D1",12.3817,10.9562,20.105,14.5815,12.2711,22.3223,14.0049,11.042,13.0204,10.0602
"JADE2",15.9634,13.1231,19.2415,18.6091,12.4741,12.3695,6.0941,14.4044,8.1188,17.2828
"LCP2",11.7373,5.6968,8.5478,10.4663,3.1105,9.6234,6.7524,8.0832,3.1124,9.3811
"TRIT1",7.9383,5.974,10.4384,6.7684,7.4599,5.2686,7.316,7.2673,6.3192,6.2815
"GUCA2B",228.1499,439.4793,97.9213,371.6552,279.7435,463.7172,597.9277,154.2295,154.0165,282.2784
"CUL7",12.0074,8.3118,12.2264,8.8898,9.2079,8.1829,5.248,14.0889,7.8186,9.8821
"CTNNA1",144.4826,263.7006,193.2415,147.8167,263.028,119.5131,68.3396,215.9889,244.8317,201.9905
"PHKA2",5.7876,5.2186,6.6525,6.3193,7.9435,4.0815,3.242,7.3631,7.9359,4.8013
"CNTLN",1.874,1.5838,5.0565,1.954,1.0546,3.8957,1.2702,3.3631,1.2318,1.6516
"EPHA3",7.1261,6.701,23.517,5.7954,4.592,19.3656,6.5212,13.0129,4.277,7.4716
"HSPA5",330.1917,731.1132,308.9544,277.2622,674.1091,265.3051,172.1243,498.1458,383.9863,412.4878
"DSG2",244.203,270.6104,198.5554,205.7112,349.5998,182.1039,185.8114,239.3068,433.1556,187.3389
"GEMIN8",11.9793,12.8806,23.947,9.1053,18.1443,19.2205,16.9554,13.2977,13.2391,12.3723
"OFD1",14.1827,12.3209,18.7383,23.2273,12.6253,14.8723,11.7058,16.2386,20.5751,14.251
"WDR37",12.7501,12.2616,13.9274,13.6048,13.3659,9.6456,6.5227,13.4653,15.6314,11.4854
"YTHDC2",9.5758,10.5708,9.9324,10.4157,9.5141,7.5907,5.0983,9.9146,10.0029,7.2185
"CTPS2",15.0132,12.9797,19.0396,14.4093,15.9385,16.6508,11.2541,16.3159,16.246,12.1697
"ATP6V1H",24.6134,25.2494,33.0263,27.6727,23.349,35.8446,21.1313,31.5561,30.1647,26.9521
"POLR2B",49.9751,52.5499,67.0354,47.3506,49.9712,58.2036,36.549,53.926,42.343,42.7774
"ARAP2",3.3656,7.4648,4.2444,5.4677,5.6102,3.3125,1.8617,4.5999,5.1011,4.6148
"TPR",18.9296,22.3922,38.0235,25.7216,25.7687,17.5883,7.9065,28.5087,20.3774,21.4792
"KATNIP",7.1282,7.7012,8.2126,8.9695,9.3537,4.4529,3.0421,9.6996,11.2897,7.1012
"DTNBP1",19.4676,23.9001,29.0806,22.8014,21.1071,31.5838,17.628,24.4139,17.4033,24.318
"XK",33.8607,23.6558,43.3392,33.5296,37.4915,39.5099,28.2764,32.4488,38.0112,23.8539
"C12orf4",11.1555,8.6669,15.0317,9.4696,9.0831,18.0129,16.3171,10.5493,9.8325,9.3043
"WWC3",12.602,11.6321,23.2046,17.8116,6.4145,13.9305,4.1286,18.2803,9.6992,13.7571
"ARHGAP6",5.1442,6.0486,17.043,6.624,1.3444,10.2862,2.1692,10.6298,0.9178,6.6925
"MAP4",60.9803,79.7189,144.978,55.5476,51.6781,82.8286,21.4579,106.0913,42.9414,72.7627
"GOPC",26.7707,25.9303,41.0847,33.5626,25.7816,32.295,18.0765,28.6488,35.7669,24.3928
"USP28",13.6645,8.3285,20.172,14.5415,11.1495,13.2975,9.5396,11.9296,10.8071,10.5421
"TSPAN17",28.0947,30.2409,22.0689,20.8147,36.9573,30.3694,32.3887,26.3781,27.5625,24.7749
"NOP16",9.6492,23.1156,8.2188,8.5394,24.5024,11.2398,14.9353,15.3858,12.3617,10.2724
"CC2D2A",4.7801,2.8397,10.3366,4.9725,1.0493,7.2855,3.0359,6.964,1.4598,3.5152
"RRM2B",19.1547,13.8388,31.5903,25.8082,15.4617,32.5271,21.8877,21.9137,16.1681,14.6593
"TNFRSF17",41.1062,21.6061,30.351,30.8737,16.415,44.6035,105.1498,13.9753,29.5876,33.2597
"MRPS10",44.321,66.0965,78.2673,53.7345,66.2608,109.0838,94.8579,52.3491,64.636,49.8488
"RSF1",8.7549,7.4016,17.6787,10.6102,7.8978,9.6385,3.9083,11.1877,8.1504,8.2708
"VPS13D",12.0098,16.9823,22.3251,15.6621,16.0012,9.037,3.5047,21.1073,16.2575,13.3495
"CELF2",17.7778,26.2451,44.7408,23.1105,17.5169,21.1987,7.7836,34.8439,13.6347,20.3315
"FAM120A",124.7789,115.7114,140.5642,111.8808,193.5181,95.1848,68.0008,135.5432,166.1974,110.9165
"COL9A2",12.3401,5.6942,4.5761,5.4508,2.6998,4.1749,4.152,4.2443,2.6507,5.1067
"KITLG",30.1557,16.4648,80.6883,26.4167,24.9013,49.5613,28.8664,29.8039,29.7416,25.4641
"ERCC8",2.2353,1.768,2.949,1.5495,2.5295,3.0687,2.3642,2.2597,1.882,1.6882
"H6PD",38.4618,27.7119,44.9026,39.7654,42.1123,17.4053,10.3254,47.3985,23.6814,26.6011
"VAMP3",138.4407,134.0608,174.4982,121.827,150.6862,195.5766,129.912,149.8776,153.8381,124.8063
"PER3",9.4163,7.389,22.7207,5.9805,5.1815,18.4639,1.9889,19.5272,7.8955,17.1956
