""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"ATXN7L1",4.331589495,4.557728978,4.560477514,4.430634066,4.55560959,4.533778275,4.485320562,4.345765862,4.678234981,4.372938689,4.467461063,4.759435962,4.623785879,4.554025553,4.585133032
"FDFT1",10.36008869,10.36782966,10.27767179,10.55568732,10.51037859,10.30122566,10.39709872,10.3474196,10.51412465,10.41912071,10.23851964,10.55092822,10.37288729,10.32640083,10.54714424
"ADGRG3",10.32860596,10.50120173,10.24118208,8.762840908,9.857910335,9.775578039,9.694754783,9.300501922,7.896051289,9.81192435,9.297202555,8.102163661,9.541868707,9.448269482,8.032265478
"FDPS",8.975514041,9.092277044,8.914710873,9.127026197,9.00112469,8.929368029,9.123267569,9.100473505,9.162718889,8.977472045,9.079934876,8.920692274,8.992659788,9.047086711,8.906074401
"TSPO2",5.887591843,5.912182493,5.979146051,5.751189745,6.249061679,5.833589839,5.640481683,5.524603224,5.94382799,6.084018269,5.701615346,6.152511667,5.981702021,5.910416655,6.310055842
"ALDH3B2",3.829526837,3.764915526,3.851804924,3.854898545,3.828173704,3.641007399,3.752491453,3.61590089,3.841092257,3.714534192,3.69640999,3.693122628,3.674621226,3.69384386,3.680972068
"FDX1",7.373335748,7.485410629,7.970642,7.906015544,8.23192384,8.104794282,8.380261546,8.283900709,8.516403459,8.067644558,8.282144266,8.462468301,8.582559075,8.538186613,8.679008297
"SEMA3D",3.648246906,3.788041478,3.769029747,3.812051802,3.742214813,3.75637039,3.77959278,3.631146948,3.820594857,3.580929046,3.784056636,3.609347467,3.619650282,3.762309904,3.888162639
"FDXR",5.467598758,5.515800467,5.57135566,5.741711035,5.529682196,5.515082093,6.139629213,5.746696012,5.866813665,5.571839378,5.299711876,5.891188743,5.678063934,5.506935686,5.433632778
"FECH",8.616475261,8.997819004,8.791725032,8.952735226,9.066768299,8.797733977,9.000304106,9.222348048,9.03074381,9.438282453,9.087660569,9.600517464,10.08517171,10.09446578,10.58739683
"FEN1",7.15732202,6.964589102,6.818958186,7.173051035,7.074603184,6.969969127,7.20229495,7.178260297,6.940426689,6.921962317,7.015643945,7.106434157,7.220123128,7.14002069,7.074841685
"GPC4",4.348983212,4.38488967,4.361963763,4.422376323,4.318388513,4.501785099,4.355912176,4.310387683,4.290962032,4.319197716,4.276933507,4.43418993,4.286855162,4.188389919,4.466589114
"ALDH9A1",11.01572429,11.05169191,11.05236612,10.95441022,11.15434092,11.12670285,11.09681526,11.07092809,11.11530343,11.22354402,10.89831362,11.01843844,11.09988218,10.95383095,11.02730206
"FER",5.514777508,5.421509065,5.389940664,5.293098345,5.399245966,5.50360899,5.272205191,5.394121095,5.583941335,5.29097347,5.525594479,5.574005724,5.371606107,5.434711132,5.603758258
"FES",8.796167068,8.787187339,8.626871285,8.31173739,8.276157107,8.55326812,8.533790187,8.441958632,7.806495219,8.552265711,8.365270917,7.811291391,8.286062961,8.393098126,7.846306946
"FGA",3.907030127,3.884009087,3.896567297,3.860395311,3.853721153,3.838502316,3.723337651,3.756107329,3.866486177,3.815025739,3.834619443,3.832730798,3.825926695,3.769267105,3.886616143
"FGB",4.145703105,4.137923068,4.258834645,4.015621342,4.023918305,3.94127041,3.936167191,3.946674625,4.013874728,3.923597149,4.109220437,4.0894086,4.036294022,3.973122996,4.081305732
"FGD1",4.727337219,4.566089708,4.722842855,4.694685498,4.434686296,4.727282706,4.652625476,4.391730689,4.685217464,4.519403665,4.659875983,4.531926679,4.686455861,4.449383284,4.72675827
"FGF1",4.320317904,4.451366247,4.464177325,4.428158868,4.379931221,4.296900715,4.337787603,4.026823344,4.329803741,4.336660958,4.267884409,4.417019521,4.144569224,4.214776444,4.407555584
"FGF2",3.821686859,3.720464729,3.668922684,3.770796815,3.758173121,3.656070778,3.69261594,3.60959658,3.612587589,3.55388289,3.767550617,3.788166892,3.64330824,3.661007828,3.713514524
"FGF3",4.602398295,4.627050934,4.790818729,4.400552817,4.478565373,4.554459804,4.56185768,4.508277248,4.705987733,4.621508124,4.487977563,4.417436331,4.472359037,4.571571398,4.510424064
"ALDH3A2",7.546768426,7.674533418,7.572180921,7.782261787,7.657901466,7.638787209,7.681364777,7.61884483,7.768544881,7.596009712,7.673282459,7.792257766,7.615988464,7.627465195,7.586077906
"FGF5",4.811399032,4.859108744,4.697097254,4.7798187,4.903858993,4.735194378,4.763008476,4.667008457,4.708662964,4.72838993,4.812569406,4.728449973,4.671217392,4.685791963,4.830338651
"FGF6",6.464477337,6.389877967,6.290732893,6.480041485,6.389451182,6.311264583,6.130761163,6.014372716,6.282521121,6.314475846,6.235178942,6.431776155,6.140056322,6.209900243,6.291688439
"FGF7",4.225586513,3.961353225,4.157274499,4.098094679,3.765615433,4.089575088,3.858220391,3.78660562,3.908079851,4.006412338,4.194261277,4.018717752,3.781696151,3.673442004,3.725060357
"FGF8",4.382742718,4.151143452,4.393052944,4.3557428,4.348148996,4.395950274,4.473436856,4.173447098,4.480491618,4.198676263,4.14810775,4.18790915,4.363722941,4.284010229,4.353164906
"FGF9",5.740026829,5.593992101,5.909302719,5.936213666,5.937101702,5.847796534,5.915124218,5.846059282,6.101007783,5.673436413,5.983388769,6.209277346,5.877995786,5.821696495,5.724207959
"FGF12",3.842708098,3.882155276,3.958075648,3.973100693,3.853332512,3.819305964,3.92037161,3.850432811,3.879347613,3.818717311,3.881660091,3.873100339,3.877008073,3.730438166,3.940033343
"FGF13",4.932598109,4.834428283,4.701927372,4.253326645,4.913487648,5.047842344,4.954313792,4.721290547,4.203198533,5.517797266,4.587068439,4.517059285,5.284910874,5.117955483,4.424580732
"FGF14",4.06382695,3.7652856,3.944437163,3.894418153,3.871536447,3.943854689,4.22404357,3.857096922,3.905681333,3.916693304,3.94186129,3.943996709,3.83812879,3.889910503,3.933089776
"ABCD2",3.635104329,3.834314603,4.193980784,4.066126258,3.913970533,4.00757118,4.282895487,4.604659559,4.311793657,4.043739602,4.408088334,4.437478882,4.7252564,4.254937902,4.501613803
"FGFR1",6.418455137,6.251178525,6.275340599,6.41903266,6.303044873,6.173033907,6.213209485,6.221111215,6.291744183,6.224956722,6.227075418,6.240739362,6.172679408,6.055744397,6.294547699
"FGFR3",3.997652459,4.100394241,4.285290053,4.027607772,3.835154047,3.875164744,3.943359823,3.911629385,3.945954732,3.891144612,4.043348986,3.858240137,3.946001363,3.888219389,3.962276665
"GPC5",3.810403623,3.711192862,3.752238179,3.777746429,3.689437626,3.695409456,3.583517733,3.789016991,3.581408579,3.965854225,3.621904233,3.619895097,3.842438424,3.743474968,3.770110392
"FGFR2",5.084661005,4.939180255,4.917616649,4.953629855,4.858474896,4.973827597,4.879991456,4.796511401,4.899023716,4.902858636,4.928630416,4.827015934,4.766473307,4.769038148,4.938077285
"FGFR4",4.65371887,4.459136026,4.502067498,4.385540156,4.419327898,4.451467574,4.676297572,4.278036655,4.486392891,4.556828052,4.496361926,4.495731994,4.471991944,4.4173235,4.540351714
"FGG",4.136332834,4.153036753,3.972099238,4.026863174,4.066987012,4.035227721,4.068277954,4.034462117,4.13069621,4.005949394,3.958590452,4.139002832,3.943107739,3.978805662,4.112178144
"FGL1",5.473541136,5.408397347,5.576188304,5.472880526,5.559879193,5.282422667,5.269622985,5.271211843,5.675492428,5.150971438,5.723256978,5.465771639,5.258372132,5.569427742,5.581925951
"FGR",12.21326099,12.15171069,12.02373822,11.98700739,12.13959852,11.97150037,12.11876304,11.94148194,11.27321776,12.105597,11.7205452,11.40337577,11.84786857,11.68174003,11.32279205
"ALDOA",13.06532187,13.16275977,12.96427276,12.95975308,12.93894479,12.96189193,12.95953687,12.8353813,12.7219255,13.01211934,12.63950257,12.73671196,12.77172285,12.72514695,12.54253138
"FH",6.605731449,6.704280389,6.5535037,6.784652734,6.719961138,6.709183761,6.757314587,6.726668372,6.734094372,6.675112759,6.658096981,6.702741837,6.650945413,6.609563078,6.58448759
"FHIT",6.924049225,6.858500544,6.73368482,6.761676129,6.746721347,6.851159092,6.928231676,6.805630674,7.348199066,7.034633168,6.8393511,7.29508117,6.841746333,6.907197124,7.124699962
"FHL1",7.383754596,7.361038167,7.239740855,7.490949299,7.221591643,7.142690107,6.928129335,7.050521728,7.222955871,7.177176137,7.285249011,7.243111869,7.065601043,7.126276811,7.26471134
"FHL2",6.502266039,6.318222892,6.122440286,5.928975096,6.428767679,6.127227723,6.152324452,6.09123632,5.976152499,6.156085678,6.139696096,6.330422171,6.448460991,6.308076335,6.720439887
"FHL3",8.854404174,8.600187488,8.339873733,8.573443146,8.421245579,8.236576434,8.321514298,7.910515587,7.836948261,8.33476498,8.193779543,7.946054963,8.114631063,8.126363022,8.084827964
"VEGFD",4.395446474,4.537655157,4.357055449,4.110614257,4.113893757,4.354865645,4.20526571,4.168270331,4.220140112,4.270808935,4.333483552,4.282024283,3.931299228,4.168427341,4.160982442
"CASC3",10.66941757,10.58024003,10.51282256,10.33556699,10.43949053,10.41776737,10.4253311,10.2638592,9.992316592,10.46048559,10.23617856,10.05127107,10.2987307,10.28605107,10.07329689
"NID2",4.188769525,4.029719505,4.038159032,4.216244688,4.180140113,4.118010796,4.188499896,4.160936179,4.07853178,4.095322059,4.258262542,4.039707044,4.13821907,4.153319824,4.070738899
"COG2",8.69764501,8.845673327,8.661793504,9.016587509,8.781116213,8.648061716,8.95599562,8.821129846,9.087720511,8.688857091,8.789333216,8.764676185,8.759158256,8.863348418,8.661325678
"TFEC",4.034887603,4.402903636,4.708987744,4.561726601,4.220924347,5.075619469,5.203416698,5.93455535,5.39340736,4.595014359,6.032072948,5.240121627,5.597474165,6.435188227,5.656838893
"LAMB4",4.098055355,3.894906417,4.050896821,4.168830861,3.98173535,3.847505226,3.545182334,3.948923809,4.085625726,3.951483584,3.920339404,3.959137694,3.857018858,4.014303919,3.964644477
"RRAS2",5.946815695,5.831412895,6.226847144,6.566747086,6.459711364,6.462535604,6.61271485,6.60508966,6.552032192,6.391788389,6.679192833,6.527332968,6.789837791,6.679195288,6.610921963
"CLCA4",3.883995237,3.658703599,3.859502901,3.718420743,3.72733136,3.727409356,3.694196088,3.522495336,3.809721931,3.547602634,3.794628012,3.699283586,3.694455678,3.672999402,3.615230322
"IKZF3",4.421734973,4.314192139,4.159104086,4.431149608,4.04681914,4.156860101,3.952205049,4.05954079,4.569044011,4.055388483,4.181694983,4.352255546,4.216641388,4.191789708,4.117063566
"IKZF2",4.429081577,4.424657422,4.222033193,4.129215067,4.358166308,4.368249167,4.410677715,4.399498537,4.403213628,4.4323498,4.181175964,4.540495166,4.334551374,4.154811029,4.405799543
"MRAS",5.016531231,4.709480412,4.917205995,4.72976792,4.80774295,4.651873667,4.922395428,4.545467768,4.787369701,4.805461687,4.790286005,4.948587028,4.673998008,4.704825352,4.882224704
"ATF5",5.900774722,6.001229228,5.805515912,6.07572974,5.875341862,5.797591921,6.020093693,5.916866828,5.903285535,5.91978487,5.883408915,5.98130232,5.825744662,5.831881534,5.924319702
"FKBP1A",7.176028377,7.276622295,7.301159425,7.088774519,7.26788638,7.34429819,6.913647653,7.064881916,6.993249107,7.213945267,7.068183597,6.83527364,7.221948021,7.162339919,6.826285704
"COPZ1",9.404446463,9.549918584,9.300261239,9.853613296,9.711695586,9.573973377,9.741792436,9.795825968,9.821243644,9.679888805,9.643724334,9.844724532,9.710239891,9.751830068,9.786849646
"FKBP1B",6.70290578,6.78074397,6.592325459,6.679959534,7.058068466,6.541910949,6.740334323,6.52778193,6.745694808,6.77061827,6.415620095,6.687834259,6.929392693,6.885590794,7.463061453
"COPG1",8.422460373,8.664915968,8.260278339,8.274011471,8.281877454,8.172321137,8.538026294,8.428015351,8.32852776,8.418855439,7.787467018,8.06856783,8.193202664,8.298908258,8.096623626
"RASA3",7.584386295,7.539909906,7.051528347,7.620726431,7.001280908,7.332467394,6.968139501,6.834349139,7.223242664,7.161452921,6.959852247,7.436840102,6.943553719,6.807375933,6.69295215
"PHLDA1",4.220201276,4.281014169,4.21904565,4.237094475,4.146102992,4.242492905,4.234303033,4.146654276,4.26161633,4.209646487,4.203921712,4.251376826,4.138232376,4.122445184,4.275862748
"MTF2",7.429244399,7.571693543,7.642793044,7.759703768,7.774596181,7.877847239,7.9834916,8.054361779,8.208928256,7.838117224,8.107216698,8.137478012,8.05280941,8.1195255,8.124328008
"HSPA4L",3.658527224,3.468918472,3.453659645,3.681295412,3.609625294,3.604503214,3.553898296,3.503094785,3.578765471,3.525223231,3.684476309,3.450687852,3.555103714,3.544647853,3.419143272
"DNAJC8",7.44069287,7.605040542,7.588364578,7.818729942,7.937238271,8.074951487,8.099563266,8.470608106,8.492600248,7.70492587,8.874083018,8.605185633,8.373144539,8.710060114,8.696085828
"PUF60",10.12377878,10.08317201,9.974290621,10.30836954,10.02965201,9.994570444,10.25736165,9.992907855,10.16052844,10.01530381,9.743775301,10.21346627,9.863964232,9.861511436,9.946456029
"SCAF8",9.179229882,9.158318464,9.268548008,9.257441961,9.2329629,9.410473574,9.567235375,9.524986669,9.502332435,9.430810159,9.443863442,9.172537031,9.455663934,9.432942831,9.403765068
"NLGN4Y",3.740048462,3.670375917,3.648750645,3.710721053,3.55626452,3.798927625,3.862612822,3.566486426,3.717447619,3.797008163,3.734431788,3.976193516,3.530635233,3.608497157,3.636651446
"CEP162",5.171196111,5.312813309,5.348110994,5.345135061,5.339608037,5.417721541,5.627887515,5.635027218,5.755965338,5.516811829,5.874874203,5.409756443,5.866093078,5.792117198,5.73030032
"ZNF652",7.720134172,7.660576433,7.421702817,6.935378757,7.523740369,7.48310371,7.787478783,7.404248255,7.322892278,7.601842099,7.472849099,7.304756419,7.40768791,7.279103254,7.22425814
"RHOBTB3",5.072366567,4.871562684,4.722751417,4.620576461,4.967640046,4.76029814,5.08568958,4.803654629,4.880147624,4.921640587,4.791710099,4.90604558,4.96063577,4.784080696,5.062581023
"COBLL1",5.327165935,5.532978866,5.593147625,5.585542108,5.44105115,5.410817876,5.487268949,5.461270752,5.513006554,5.360248377,5.496654096,5.431275682,5.375895081,5.439739842,5.446132932
"DLGAP4",6.966057376,6.882757664,6.743199854,7.005959727,6.734547006,6.845686951,6.959646337,6.666210346,6.681182769,6.815335464,6.627615366,6.832841611,6.636967286,6.52305108,6.763026101
"RAB11FIP2",7.674689233,7.774138626,7.899452853,7.710334787,7.963042087,8.094940866,8.264562825,8.227864305,8.337102783,8.100344122,8.326300232,8.213242478,8.372328399,8.313776055,8.31273988
"PPM1E",3.838395344,4.096855551,4.342258397,3.83769421,4.282114864,4.021499226,4.09483262,3.970113506,3.988515686,3.888182806,4.040780034,4.055927301,4.110557637,4.061330002,3.859011299
"FRMPD1",5.025577559,4.901621011,4.992181612,4.978204635,4.740214433,4.806276105,4.829783735,4.817414579,4.737455137,4.735312179,4.717627927,4.64075016,4.653355713,4.582202558,5.00602359
"DOLK",6.531102774,6.455635427,6.522593674,6.684087832,6.494045248,6.366585201,6.543537778,6.669995125,6.746732277,6.594193535,6.519000333,6.651693167,6.628323232,6.445863553,6.529319958
"VASH1",7.234205068,7.111724541,6.981400183,7.508953476,7.253821338,7.151612192,7.366609914,7.279646923,7.255647834,7.093315792,7.043209851,7.246779044,7.135238016,7.414910341,7.118227159
"AAK1",5.463503413,5.071417635,5.253614045,5.193928532,5.424342583,5.178138102,5.263084688,4.932777046,5.28253876,5.315871112,5.119966605,5.197942883,5.000345053,5.114805464,5.204487422
"CPEB3",3.978420581,4.111777156,4.17523585,3.972897947,4.349280778,4.388610165,4.437547384,4.658785575,4.026814929,4.398330256,4.368629634,4.084968516,4.615815867,4.86865966,4.005703919
"ADNP2",7.874199711,7.97373594,7.83201338,8.064527592,8.08159188,7.902922327,8.186466215,8.100231273,8.254454287,8.097700126,8.048876997,8.176121521,8.119869109,7.963108396,8.075551705
"LMTK2",5.980271554,5.811921825,6.066021758,5.904800198,5.964129457,5.597586154,5.601549289,5.568645956,5.708581005,5.75096486,5.600489193,5.647834047,5.557706356,5.721246087,5.710138438
"CHSY1",9.608520335,9.682115718,10.13943557,9.126078276,9.493717471,9.835324606,9.615550207,9.287969833,8.876934749,9.72675993,9.492037942,8.841275475,9.490448295,9.476995166,8.812242549
"CILK1",4.314915791,4.711583962,4.484505729,4.490300201,4.577030345,4.758240899,4.419153285,4.938778756,5.015133417,4.733295542,4.837180773,4.764588302,4.899732828,5.130407034,4.636008642
"ADGRL1",7.008896882,6.919947358,6.590451664,7.057740629,6.645993723,6.69985008,7.03091064,6.749694225,6.984136113,6.88816421,6.539054319,6.987369434,6.680973485,6.663213085,6.790766271
"NLRP1",9.85113819,9.846662219,9.623269944,9.56462369,9.392109415,9.510266946,9.676979233,9.422663197,9.476998302,9.532280302,9.470026909,9.420916208,9.270596029,9.307173895,8.84816235
"FNDC3A",6.499856546,6.701169569,7.189077315,6.96187412,7.234718528,7.048639582,7.272227989,7.455522473,7.222405432,7.243047102,7.430136742,7.080637218,7.535899266,7.636320545,7.162172253
"ATG14",7.689810537,7.969588424,7.796613988,8.023927666,7.974286669,7.941136763,8.228972798,8.26816773,8.231060267,8.110787546,8.008838411,8.190342939,8.082815539,8.133648519,8.083873875
"SLITRK3",4.217330049,3.973986509,4.33738458,4.240843835,4.214178238,4.008450984,4.089273696,4.092316499,4.044863186,3.848740481,3.943600594,4.063992726,4.072836195,4.124215743,4.074590133
"FASTKD2",6.732816676,7.127693102,7.250388368,7.241482265,7.366064977,7.328778154,7.457772543,7.793486709,8.02214465,7.455857535,7.785790878,7.962508919,7.977914626,7.938923035,7.807448889
"FKBP2",8.133326627,8.088718809,8.436716717,8.581388318,8.223273166,8.162854657,8.229296651,8.511420188,8.497677106,8.10808931,8.438081913,8.063916485,8.048306284,8.091423126,8.12131025
"PPP6R1",9.543371226,9.361050411,9.201015721,9.421410913,9.257733672,9.211237819,9.337930939,9.246387137,9.219124471,9.378118813,9.041334507,9.274953747,9.10360211,9.140457146,9.307289408
"NLGN1",3.373743407,3.472735962,3.23764528,3.662077557,3.49999361,3.537062491,3.391408489,3.527660744,3.500962703,3.360301054,3.454559507,3.530295267,3.391667991,3.53950618,3.477272719
"SEC31A",10.06536175,10.03363144,9.945688405,10.38096588,9.930954152,9.992355828,10.03547135,10.02483882,10.30892042,10.05015061,9.919182518,10.1684643,9.872081077,9.981263636,9.957066135
"DZIP1",3.729612653,3.778532584,3.562532221,3.555181424,3.648749234,3.660446901,3.613803379,3.636096681,3.681433509,3.669269132,3.690901732,3.701310001,3.520049322,3.548555243,3.639216819
"ENPP4",5.518007515,5.779457524,6.043085957,6.182250446,6.545688497,6.319236876,6.892235556,6.929149953,6.67968484,6.402100651,6.754898675,6.36730659,7.271662005,7.076771271,6.556267663
"INPP5F",6.995670886,7.242035321,7.147337055,7.246648413,7.032158549,6.998681265,7.414375093,7.245526077,7.412633204,7.16815855,7.209458261,7.29158616,7.0254271,7.213123884,7.264812239
"MLXIP",6.162978154,6.419365467,6.798416655,6.359524761,5.818990651,6.106283018,5.888338683,5.911380572,6.123342125,5.7636214,5.558084423,6.180473474,6.066732087,6.144821038,6.009069223
"TRAPPC8",9.602444973,9.510830662,9.775894101,9.517572502,9.878746117,9.964103805,10.04053753,10.00393961,9.95370109,9.953919803,10.04563547,9.894450168,10.09688074,10.14468163,10.03012065
"MON1B",8.851116478,8.929031776,8.62703073,8.520458889,8.548038203,8.68463714,8.754488418,8.625634433,8.384174942,8.671690399,8.507739506,8.371211632,8.439404037,8.500802035,8.201684874
"FKBP3",7.339666339,7.519640895,7.759289069,7.906205582,7.936253599,7.900652152,8.17061929,8.469766066,8.540274872,7.829956256,8.339985128,8.343042608,8.327164044,8.494620427,8.67700524
"MORC2",9.043698015,8.917089469,8.730699349,9.0998165,8.774274703,8.819625806,8.846054673,8.831061148,9.211846289,8.696214195,8.783963276,9.015706828,8.770573612,8.778167938,8.860519573
"ANKRD6",5.080739407,5.163440903,5.012036027,4.895956779,5.186000396,5.240375368,5.580783457,5.484219094,5.227743802,5.473266517,5.109477772,5.318477811,5.3708507,5.278018234,5.06788081
"ZHX2",9.722029739,9.740231887,9.568952756,9.733690577,9.628385401,9.614110055,9.705473933,9.587326144,9.677861089,9.707784026,9.540239909,9.65946049,9.566052631,9.517412948,9.478676363
"CLSTN1",9.534615376,9.346231983,9.167952532,9.93449459,8.99914196,9.195176745,9.195565591,9.227033636,9.475903142,9.20604728,9.166923361,9.413470139,8.899783671,8.959008175,9.156314808
