""," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"AKAP3",4.705018302,4.917768824,4.903648988,5.15754727,4.964673096,5.198772937,4.921981096,4.98112954,4.917239728,5.091390213,5.029312977,5.187396535,5.026785289,5.072770561
"RABAC1",10.67772569,10.56068399,10.81676825,10.52223184,10.74939361,10.9974946,10.72639801,10.38702808,10.79301336,10.36213779,10.53694516,10.91200231,10.67622073,10.81996214
"CEL",4.431011466,4.510545758,4.471174335,4.602585238,4.711056456,4.186289479,4.506454743,6.73833361,4.433653803,4.125575893,4.121684263,4.304621826,4.363181996,4.226375204
"DPYSL4",4.665345745,4.680690904,4.714261337,5.094633202,4.917384825,4.678422944,4.677132432,5.804785125,5.007222872,4.956834395,5.021736279,5.052303222,5.022724353,5.130477607
"SIVA1",8.11504423,8.114669442,8.231843188,7.869295112,8.127361083,8.232794192,8.167210032,7.556188204,7.90197686,7.459962399,7.875017059,8.367081554,7.981385124,7.971460155
"MRPL28",8.048647569,7.84828434,7.682414233,8.271138065,8.189232679,7.907506949,7.888446295,7.675122241,8.052470771,7.776891989,7.827685995,7.812125197,7.990544567,7.994899557
"CCT7",10.1279778,10.11122927,10.34153676,9.952684102,10.11727089,10.17993708,10.0750138,9.556121913,9.96591255,9.760968564,9.91306209,10.19912105,9.931380321,9.975376805
"CCT4",10.49511762,10.66083621,10.9329918,10.2250056,10.53538209,10.78003855,10.68709629,9.97785247,10.42362453,10.35859972,10.36412723,10.70273378,10.38266705,10.4725632
"CCT2",7.194970942,7.444837692,7.645772815,6.697364368,7.122562766,7.360656294,7.520364959,6.265089153,7.277940641,6.983561506,7.389022691,7.15455101,7.101406785,7.090931776
"NPC2",11.35211643,11.23556465,11.17138413,11.04577393,11.35870273,11.53523005,11.7153156,11.43943346,12.15521044,11.95448567,11.93211726,12.04068811,11.58211568,11.74542058
"GNLY",10.45945768,10.59394468,10.64303977,10.70371009,10.37379155,10.8365273,10.1087969,9.135845383,10.475894,9.509869914,10.02390194,10.86657917,10.60418174,10.19965347
"TACC2",4.229825928,4.142550093,4.0512775,4.757384691,4.319401127,4.266087964,4.204356005,4.500969261,4.457224199,4.237263502,4.352523084,4.337843128,4.279399602,4.252655403
"SORBS1",4.509803523,4.513712393,4.398007109,4.739241425,4.399755597,4.494794736,4.36171966,4.982354965,4.440623135,4.550080614,4.583742383,4.441296016,4.601442854,4.483988442
"IFITM2",14.50356444,14.44945601,14.37735253,14.26745114,14.56919139,14.4702884,14.53664965,14.49875116,14.67923188,14.49236326,14.54293301,14.51233329,14.26413546,14.51846174
"COLEC10",5.212218328,5.218664426,4.928001502,5.2866195,5.234759984,5.532995752,5.389874732,5.452588568,5.283999969,5.348413819,5.606660979,5.431800946,5.567426229,5.426336323
"POMT1",7.375213929,7.275825236,7.56026092,7.552841979,7.366726233,7.425377723,7.263505668,7.662301811,6.824896821,5.892472911,6.464965407,7.200774998,7.087377108,7.004476234
"MAB21L2",4.089886098,4.294371026,4.169847994,4.073775152,3.97918677,4.193731677,4.005187531,5.152049528,4.271604998,4.194005374,4.191337342,4.361211915,4.321354916,4.147532634
"TXNRD2",7.421597595,7.547395206,7.478563958,7.940001683,7.61839505,7.562337938,7.512943417,6.952546098,7.412434773,7.245938113,7.406876684,7.684577168,7.575179987,7.606843966
"MTHFS",8.177377688,8.132184536,7.572050384,8.583524538,8.319843584,8.274877945,8.301635364,7.803058102,8.243281091,8.020537581,8.192057601,7.929350874,8.250620289,8.236261489
"DRAP1",8.497376787,8.46022929,8.55533155,8.762646517,8.607647847,8.421978198,9.181855185,9.409621178,10.09224389,9.504723128,9.53746698,9.419713701,9.07597589,9.167831054
"CENPA",4.71257685,4.642150688,4.724747504,4.897046058,4.740770447,4.67886259,4.83441147,4.6741582,4.649080558,4.813271004,4.665596817,4.916290744,5.082162291,4.606178706
"SCGN",5.877598169,5.56646025,5.71742031,6.5827827,5.828372008,5.986033924,5.501025268,5.427579259,5.590099397,5.938655826,5.91993513,5.817650515,6.177081503,5.780364636
"SMC2",4.877095398,5.176155846,5.472668807,4.398909596,4.623208518,5.031988206,5.153196891,4.030106308,4.955201326,4.972132834,4.850518343,5.162814149,4.951133148,5.024218699
"PRPF8",10.77849695,10.77174457,10.90279397,10.82277129,10.95966354,10.48880682,10.5981183,10.11217681,10.14149287,9.898897722,9.91924155,10.28767702,10.47576352,10.32739237
"ERN2",6.022005609,6.318846478,6.078503813,6.631327364,6.118494264,6.143674763,6.244327238,6.364698063,6.194676693,6.001206758,6.340436169,6.173771148,5.960339869,5.917576934
"AHSA1",9.361674882,9.748813018,9.869454337,9.063442398,9.54138724,9.548048355,9.775886864,8.744171932,9.598751591,9.458670941,9.853503912,9.66502475,9.34278992,9.374825722
"SLCO1B1",4.107677799,3.824834562,3.768846879,4.144143844,4.054272752,4.148814127,4.057171901,3.748036796,4.06723723,4.077252345,3.705635268,4.108566758,3.996681895,4.1736227
"CENPB",6.610388133,6.777479342,7.093084087,6.785006157,6.921407011,7.107189725,6.938161646,6.076996047,6.76926796,6.446384606,6.842732207,7.391801604,7.108407687,6.791567242
"ADARB2",4.307340435,4.489229577,4.440910707,4.840524924,4.447756924,4.375542917,4.198092975,5.96360257,4.53688919,4.62453469,4.458796392,4.290152979,4.565485001,4.356370978
"USP16",7.820619201,7.802858283,8.107762039,7.086833536,7.481531631,7.775860588,7.78984839,6.152902579,7.337834607,6.973275532,7.260095921,7.801113006,7.257078182,7.240380402
"CDC42EP3",9.556495974,10.06433953,9.766751527,9.239068268,10.09208721,9.830623776,9.966858522,8.083956324,9.843113687,10.05839812,9.980570806,9.818134306,9.692591216,9.909824859
"SH2B2",9.350781688,9.619396192,8.947294486,9.176813042,9.926869376,9.161183549,9.446296595,8.753530285,9.649119244,9.378568368,9.21667488,9.471664906,9.326156532,9.214421666
"PAIP1",5.504623459,6.282293254,6.303430385,7.352537639,6.032539197,6.577659335,5.944246052,6.845772012,6.075590504,6.33906995,5.994845635,6.65877698,6.62334164,6.547884245
"PAICS",8.199042842,8.009310385,8.323220864,7.543349485,7.947617722,8.233904767,8.099335052,6.946192478,7.788895741,7.694276208,7.71286007,8.283509959,8.066759113,8.037339831
"TBL3",7.996224333,8.004531682,8.101671381,8.597799612,8.106591447,8.207030701,8.068359508,7.437043652,7.887764194,8.215374703,7.789824579,8.04894887,8.01287955,8.267932556
"MXD4",7.962260913,7.875864481,8.153369161,7.998544275,8.053013082,8.176311387,7.922664443,7.671661614,7.606168943,7.618391235,7.759393594,7.938946749,7.782245695,7.924055678
"P3H4",5.34887959,5.222672095,5.366471851,5.490308192,5.397199882,5.162538572,5.204167214,6.150458836,5.369035341,5.037181495,5.285814986,5.16766969,5.29226956,5.448993565
"CENPC",6.997652564,7.185282056,7.34481798,6.15623197,6.576085827,6.709868607,6.704236465,5.566206692,6.398067964,6.513510473,6.399780368,6.603362003,6.973520207,6.384999945
"ST6GALNAC2",9.090873262,9.080969734,8.544834027,8.956498873,9.487297113,9.07121775,9.300976267,8.743847604,9.609944163,9.211257566,8.79684811,8.759449834,8.47335077,8.884172634
"PDLIM5",6.564624068,6.487467168,6.551466697,6.162337798,6.439333894,6.527725216,6.671952317,6.083391648,6.747471176,6.970224633,6.812972752,6.764636407,6.612352997,6.57516466
"TRIM3",5.427623952,5.50754827,5.414212589,5.632084567,5.454232899,5.333836069,5.453636529,5.904685437,5.541517735,5.522479304,5.491939068,5.415131916,5.618842833,5.566413343
"ERLIN1",7.528239653,6.946400266,6.979739073,6.400682777,6.989142622,7.419176006,7.378241283,6.716263457,7.485611802,7.588148928,7.312350656,7.235360071,7.191224664,7.293682291
"HEXIM1",8.216391041,8.190097781,8.34398008,8.056941663,8.241218698,8.064344861,8.138244166,8.617254515,8.2582563,8.096197576,8.113634497,8.209288531,8.187004308,8.315623219
"SPAG5",5.950422417,5.78038015,6.16711978,5.87345137,5.813307492,5.773072575,5.548679442,6.423191143,5.434936175,5.758858955,5.706809526,5.342174343,5.424539154,5.508821322
"RBCK1",9.123932457,9.275804554,8.943419782,9.383111853,9.457825354,9.214267877,9.720794231,10.08195643,10.7253743,10.22400797,9.938863646,9.738008512,9.530720071,9.739403569
"STAMBP",8.353112197,8.379962996,8.497913705,7.863938081,8.359361578,8.4075876,8.517616961,6.569668436,8.564614358,8.462676083,8.401151559,8.475032918,8.135398384,8.480697225
"TGOLN2",9.736481937,9.259914013,9.50109432,9.229649969,9.674976061,9.485809187,9.607937705,8.64778764,9.547580926,9.495637148,9.338941824,9.537819265,9.497333863,9.358171286
"POLR3F",5.994840495,6.04952008,6.115607584,5.919194831,6.087572426,5.993476249,6.130632026,5.70984199,5.825762495,5.785028448,5.720135123,6.095571967,5.824712159,5.799472829
"POLR3G",3.914826893,3.8993915,3.800045976,4.145532983,3.98907719,4.046959903,3.853372835,4.103538564,3.969516218,3.846686984,4.209115388,4.13886706,3.905670821,3.696463745
"POLR3C",7.970484555,7.656300029,7.969803154,7.414342675,7.722233973,7.799667151,7.674237038,6.717948381,7.686000318,7.556138319,7.738712339,7.887194562,7.876878493,7.875031699
"IVNS1ABP",9.792603388,9.703184104,9.635721663,8.956598087,9.550961049,9.545113947,9.578036391,7.843256068,9.229429202,9.091157171,9.050966177,9.349331317,9.260096264,9.05452002
"TXNIP",13.57681104,13.17169757,13.28521805,12.68997395,13.26982333,13.38157358,13.42494203,13.20033226,13.55472261,13.70212968,13.41632655,13.13618781,13.24078209,13.21652714
"TAF6L",5.034670856,5.148917501,4.993901526,5.05172914,5.260777722,4.944829606,5.107093741,5.670198868,4.982967719,4.933866743,4.987465313,5.345485301,5.279455002,5.055928153
"CENPE",4.167450424,4.22385303,4.430699093,4.5187431,4.224759888,4.082307476,4.143511853,5.293127787,4.032457355,3.977054855,4.230947416,4.180184721,4.301588849,4.231344695
"PDPN",4.38909772,4.573075788,4.263960563,4.418802376,4.485922697,4.415336648,4.304925545,5.569885518,4.616942311,4.447300679,4.522149907,4.365458894,4.583303344,4.394159731
"POSTN",3.809573678,3.623190057,3.834049584,3.98836126,3.772865582,3.827253871,3.67786632,5.181425034,4.005389313,3.653581205,3.769501766,3.697834855,3.70619982,3.841774463
"ATP5MG",8.98639184,9.11815382,9.103308124,8.83366403,9.068748775,9.201066653,9.039352874,8.351441759,8.740297697,8.687508719,9.175943167,8.755130621,8.608830008,9.012559538
"RASL10A",5.812371845,5.759806294,5.560335204,6.233054337,5.845391703,5.762107664,5.560213318,7.508265359,5.71611976,5.812528585,6.005334037,5.870165038,6.001392494,5.83446684
"GAS2L1",7.913826866,7.379540526,7.168986716,8.296344772,7.688123768,7.770703863,7.278644312,8.031010037,7.74537987,8.105657127,7.95740609,8.031844526,7.900263972,8.222289794
"RAD51AP1",3.560314467,3.692676008,3.508774804,3.703065539,3.796947702,3.62182373,3.696634899,3.685313186,3.654029113,3.689163879,3.566118509,3.82947079,3.59244752,3.717892606
"RGS14",8.65615542,8.665789354,8.565535845,8.431465269,8.869093579,8.615764408,8.613881557,8.266104551,8.341272727,8.263789957,8.309282553,8.6052718,8.430809782,8.537683477
"LEFTY1",5.077628223,5.209174712,4.81006355,5.339432869,4.844893093,4.955849501,4.976796302,5.945578785,5.032103907,5.176256929,5.149991226,5.08015758,5.149384515,5.356635958
"CENPF",4.549093988,4.475013228,4.589312911,4.57199962,4.513044281,4.436426272,4.455793154,5.076178428,4.380086999,4.338239093,4.406257981,4.582283691,4.516002214,4.482958971
"EXOC5",6.607952843,6.309504415,6.874608831,5.659594179,6.242380753,6.288041007,6.716626981,5.678849457,6.103366109,6.490925839,6.168556006,6.6965345,6.308254756,5.605470095
"NPRL2",9.655522744,9.773226715,9.870717337,9.646529114,9.78209584,9.736008012,9.682453772,8.814671392,9.317406078,8.961776947,9.294202961,9.622788239,9.614874946,9.586628711
"IGF2BP3",4.342285858,4.156974605,4.146786234,4.187407499,4.069880777,3.961838709,4.353512428,4.43620938,5.129373335,5.56420086,5.171993608,4.796502863,4.545393121,4.363918653
"CAMKK2",8.521210596,8.405716871,8.216207656,8.434299271,8.682143482,8.425522855,8.47928047,8.037119555,8.616610211,8.553275089,8.485582179,8.628285044,8.540885609,8.486251781
"SCGB1D2",4.105456675,4.127098649,4.013862247,4.319865188,4.133921791,4.200744698,3.968589145,5.891069755,4.055392049,4.273835931,4.012058916,4.161725457,4.137872805,4.253440759
"SCGB1D1",3.686155115,3.622315476,3.766561485,3.715089644,3.756912794,3.721484751,3.727407809,5.154866572,3.808784306,3.86203073,3.810966546,3.69314247,3.749125176,4.123982345
"PRELID3A",5.397292313,4.841967117,5.147960232,5.917425911,5.09271886,5.261477743,5.193157095,7.116819847,4.988470915,5.053832998,5.281835819,5.258367511,5.308105051,5.484273214
"MTX2",6.343727366,6.279684889,6.518049705,5.521964805,5.988313159,6.374575076,6.206472369,4.515715716,5.853775381,6.102721009,6.060156159,6.461777432,5.953449994,5.912115091
"YKT6",7.465543178,7.357266961,7.356030744,7.045145794,7.403173208,7.376522759,7.495339324,7.911376589,7.532712345,7.345666456,7.476140699,7.667863977,7.459116528,7.429717368
"SPINT2",9.056750999,9.025387808,8.962015294,8.723463465,8.892877892,9.157907749,8.920359093,8.324924039,8.875075957,8.848425109,8.85391899,9.13855316,9.067978944,9.174230875
"PMVK",8.211746387,8.272972985,8.34614838,8.273104973,8.225546203,8.49335618,8.233476847,8.14888471,8.407201979,8.403911912,8.37213546,8.681289468,8.41779221,8.311771209
"KHDRBS3",4.856879383,5.177652877,5.002782055,5.672437452,4.946653665,5.292551054,5.026972203,6.363718092,5.122286336,5.154675226,5.41358801,4.748653418,5.252333877,5.124487422
"KHDRBS1",11.05608803,10.74148044,11.05623055,10.54364296,10.73069862,10.85967205,10.76479227,10.13342803,10.5404818,10.61079533,10.55215175,11.01193994,10.98268847,10.66494349
"CELF1",6.658999996,6.448586496,6.742645451,5.409340599,6.669904303,6.561658401,6.93395023,5.670630341,6.374749207,6.159692353,6.121052396,6.424231714,6.300181296,6.212263856
"CELF2",10.83627988,10.6561551,10.74733684,10.31799403,10.72615278,10.71842091,10.88322118,9.619682535,10.5999951,10.53034795,10.39922321,10.66078622,10.60189574,10.47534501
"LBX1",4.732839914,4.603743586,4.804808039,5.223939885,4.60976668,4.678348565,4.552255596,6.419431095,4.677996059,4.793631784,4.763435162,4.909829403,4.961446241,4.762698314
